point_id,point_name,onset_class,slot_type,source_column,original_value,normalized_value,relation_type,relation_label,observable,is_equal,structure_type,structure_label,kmeans_cluster,kmeans_cluster_label
FY01,富阳城关,T,special_merge_onset,T_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,T,special_merge_onset,T_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,T,special_merge_onset,T_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,K,value_pattern_onset,K_L3,全对立,pattern_NONE,A_rel,S2=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,K,value_pattern_onset,K_L3,全对立,pattern_NONE,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,K,value_pattern_onset,K_L3,全对立,pattern_NONE,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,K,value_pattern_onset,K_L3,全对立,pattern_NONE,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY01,富阳城关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,N,special_merge_onset,N_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,N,special_merge_onset,N_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,N,special_merge_onset,N_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,N,special_merge_onset,N_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,T,special_merge_onset,T_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,T,special_merge_onset,T_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,T,special_merge_onset,T_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,T,special_merge_onset,T_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,K,value_pattern_onset,K_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,K,value_pattern_onset,K_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,K,value_pattern_onset,K_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,K,value_pattern_onset,K_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
FY02,富阳东梓关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,N,special_merge_onset,N_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,N,special_merge_onset,N_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,N,special_merge_onset,N_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,N,special_merge_onset,N_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,T,special_merge_onset,T_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,T,special_merge_onset,T_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,T,special_merge_onset,T_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,T,special_merge_onset,T_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,K,value_pattern_onset,K_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,K,value_pattern_onset,K_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,K,value_pattern_onset,K_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,K,value_pattern_onset,K_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,M,value_pattern_onset,M_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,M,value_pattern_onset,M_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,M,value_pattern_onset,M_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,M,value_pattern_onset,M_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,P,value_pattern_onset,P_L3,S0=S1，S2=S3,pattern_F,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,P,value_pattern_onset,P_L3,S0=S1，S2=S3,pattern_F,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,P,value_pattern_onset,P_L3,S0=S1，S2=S3,pattern_F,C_rel,S0=S1,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,P,value_pattern_onset,P_L3,S0=S1，S2=S3,pattern_F,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
GQ01,高桥,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,N,special_merge_onset,N_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,N,special_merge_onset,N_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,N,special_merge_onset,N_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,N,special_merge_onset,N_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,T,special_merge_onset,T_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,T,special_merge_onset,T_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,T,special_merge_onset,T_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,T,special_merge_onset,T_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,C_rel,S0=S1,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,M,value_pattern_onset,M_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,M,value_pattern_onset,M_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,M,value_pattern_onset,M_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,M,value_pattern_onset,M_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,P,value_pattern_onset,P_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,P,value_pattern_onset,P_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,P,value_pattern_onset,P_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,P,value_pattern_onset,P_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM01,海门镇沙地话,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HM02,海门四甲,N,special_merge_onset,N_Status,合流,merge,A_rel,S2=S3,True,1,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,N,special_merge_onset,N_Status,合流,merge,B_rel,S1=S2,False,,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,N,special_merge_onset,N_Status,合流,merge,C_rel,S0=S1,False,,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,N,special_merge_onset,N_Status,合流,merge,D_rel,S1=S3,False,,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,T,special_merge_onset,T_Status,分立,split,A_rel,S2=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,T,special_merge_onset,T_Status,分立,split,B_rel,S1=S2,False,,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,T,special_merge_onset,T_Status,分立,split,C_rel,S0=S1,False,,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,T,special_merge_onset,T_Status,分立,split,D_rel,S1=S3,False,,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,K,value_pattern_onset,K_L3,全对立,pattern_NONE,A_rel,S2=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,K,value_pattern_onset,K_L3,全对立,pattern_NONE,B_rel,S1=S2,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,K,value_pattern_onset,K_L3,全对立,pattern_NONE,C_rel,S0=S1,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,K,value_pattern_onset,K_L3,全对立,pattern_NONE,D_rel,S1=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,M,value_pattern_onset,M_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,M,value_pattern_onset,M_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,M,value_pattern_onset,M_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,M,value_pattern_onset,M_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,P,value_pattern_onset,P_L3,全对立,pattern_NONE,A_rel,S2=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,P,value_pattern_onset,P_L3,全对立,pattern_NONE,B_rel,S1=S2,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,P,value_pattern_onset,P_L3,全对立,pattern_NONE,C_rel,S0=S1,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,P,value_pattern_onset,P_L3,全对立,pattern_NONE,D_rel,S1=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,TS,value_pattern_onset,TS_L3,全对立,pattern_NONE,A_rel,S2=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,TS,value_pattern_onset,TS_L3,全对立,pattern_NONE,B_rel,S1=S2,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,TS,value_pattern_onset,TS_L3,全对立,pattern_NONE,C_rel,S0=S1,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,TS,value_pattern_onset,TS_L3,全对立,pattern_NONE,D_rel,S1=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,Ø,value_pattern_onset,Ø_L3,全对立,pattern_NONE,A_rel,S2=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,Ø,value_pattern_onset,Ø_L3,全对立,pattern_NONE,B_rel,S1=S2,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,Ø,value_pattern_onset,Ø_L3,全对立,pattern_NONE,C_rel,S0=S1,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HM02,海门四甲,Ø,value_pattern_onset,Ø_L3,全对立,pattern_NONE,D_rel,S1=S3,True,0,conservative_split,保守分立型,1,C1 S2_S3_dominant
HN01,海宁城关,N,special_merge_onset,N_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,N,special_merge_onset,N_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,N,special_merge_onset,N_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,N,special_merge_onset,N_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,T,special_merge_onset,T_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,T,special_merge_onset,T_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,T,special_merge_onset,T_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,T,special_merge_onset,T_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,C_rel,S0=S1,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,K,value_pattern_onset,K_L3,S0=S1，S2=S3,pattern_F,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,M,value_pattern_onset,M_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,P,value_pattern_onset,P_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,TS,value_pattern_onset,TS_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,B_rel,S1=S2,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,C_rel,S0=S1,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HN01,海宁城关,Ø,value_pattern_onset,Ø_L3,S2=S3,pattern_A,D_rel,S1=S3,True,0,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HY01,海盐县城,N,special_merge_onset,N_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HY01,海盐县城,N,special_merge_onset,N_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HY01,海盐县城,N,special_merge_onset,N_Status,合流,merge,C_rel,S0=S1,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HY01,海盐县城,N,special_merge_onset,N_Status,合流,merge,D_rel,S1=S3,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HY01,海盐县城,T,special_merge_onset,T_Status,合流,merge,A_rel,S2=S3,True,1,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
HY01,海盐县城,T,special_merge_onset,T_Status,合流,merge,B_rel,S1=S2,False,,A_dominant,S2=S3主导型,3,C3 S2_S3_dominant
