point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,浙江慈溪（逍林）方言同音字汇
CX01,慈溪逍林,太湖片-临绍小片,,,豪,M,帽,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,M,瑁,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,刀,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,叨,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,祷,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,岛,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,倒,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,捣,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,到,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,倒,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,滔,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,掏,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,讨,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,套,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,桃,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,逃,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,淘,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,陶,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,萄,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,涛,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,道,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,稻,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,盗,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,导,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,T,蹈,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,N,脑,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,N,恼,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,L,劳,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,L,捞,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,L,唠,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,L,牢,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,L,痨,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,L,老,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,L,佬,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,L,涝,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,遭,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,糟,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,早,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,枣,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,蚤,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,澡,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,藻,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,躁,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,灶,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,操,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,草,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,騲,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,糙,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,曹,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,槽,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,皂,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,造,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,骚,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,臊,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,扫,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,嫂,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,扫,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,TS,燥,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,高,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,膏,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,篙,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,羔,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,糕,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,稿,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,告,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,膏,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,考,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,烤,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,拷,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,靠,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,犒,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,铐,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,㸆,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,熬,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,敖,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,鳌,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,傲,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,K,鏊,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,蒿,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,薅,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,好,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,好,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,耗,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,豪,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,壕,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,毫,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,蠔,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,浩,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,爊,,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,袄,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,奥,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
CX01,慈溪逍林,太湖片-临绍小片,,,豪,Ø,澳,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,P,剖,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,M,某,ou,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,M,亩,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,M,牡,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,M,母,ø,文读,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,M,拇,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,M,戊,u,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,M,茂,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,M,贸,ɔ/ø,文读/白读,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,兜,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,斗,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,抖,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,陡,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,蚪,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,斗,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,偷,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,敨,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,透,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,头,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,投,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,骰,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,豆,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,逗,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,痘,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,T,脰,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,L,楼,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,L,搂,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,L,耧,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,L,娄,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,L,搂,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,L,篓,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,L,溇,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,L,漏,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,L,陋,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,TS,走,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,TS,奏,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,TS,凑,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,TS,叟,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,TS,嗽,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,勾,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,钩,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,沟,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,狗,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,苟,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,垢,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,枸,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,彀,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,够,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,构,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,购,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,勾,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,抠,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,眍,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,口,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,叩,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,扣,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,寇,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,藕,iø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,偶,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,K,偶,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,吼,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,侯,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,喉,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,猴,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,瘊,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,後,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,厚,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,后,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,候,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,鲎,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,欧,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,瓯,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,区,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,鸥,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,呕,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,殴,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,沤,,,
CX01,慈溪逍林,太湖片-临绍小片,,,侯,Ø,怄,ø,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,P,拜,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,P,排,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,P,�,,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,M,埋,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,L,攋,,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,TS*,䍉,,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,TS*,箉,,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,TS*,斋,a/e,文读/白读,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,TS*,豺,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,皆,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,阶,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,稭,,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,偕,,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,介,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,界,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,芥,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,尬,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,疥,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,届,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,戒,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,庎,,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,揩,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,K,楷,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,Ø,谐,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,Ø,骇,,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,Ø,械,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,皆,Ø,挨,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,P,摆,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,P,派,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,P,牌,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,P,簰,,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,P,罢,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,P,稗,ou/u,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,M,买,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,M,卖,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,N,奶,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,TS*,债,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,TS*,钗,o,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,TS*,差,a,出～,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,TS*,柴,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,TS*,筛,a,文读,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,TS*,洒,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,TS*,晒,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,K,佳,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,K,街,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,K,解,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,K,懈,,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,K,涯,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,K,崖,ia,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,K,捱,,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,Ø,鞋,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,Ø,解,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,Ø,解,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,Ø,蟹,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,Ø,矮,a,,
CX01,慈溪逍林,太湖片-临绍小片,,,佳,Ø,隘,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,呆,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,戴,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,胎,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,台,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,奤,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,态,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,贷,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,台,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,苔,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,抬,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,待,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,怠,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,殆,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,代,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,袋,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,玳,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,黛,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,埭,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,逮,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,T,绐,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,N,乃,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,N,耐,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,L,来,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,灾,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,栽,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,宰,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,载,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,再,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,载,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,猜,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,彩,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,採,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,睬,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,踩,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,菜,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,棌,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,才,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,材,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,财,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,裁,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,在,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,载,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,腮,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,鳃,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,赛,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,TS,塞,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,K,该,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,K,改,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,K,概,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,K,溉,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,K,开,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,K,凯,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,K,慨,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,K,咳,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,K,呆,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,K,磑,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,K,碍,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,Ø,海,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,Ø,孩,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,Ø,亥,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,Ø,哀,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,Ø,埃,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,Ø,唉,,,
CX01,慈溪逍林,太湖片-临绍小片,,,咍,Ø,爱,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,P,贝,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,P,狈,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,P,沛,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,T,带,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,T,太,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,T,泰,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,T,大,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,T,汏,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,N,奈,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,L,赖,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,L,癞,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,TS,蔡,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,K,盖,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,K,丐,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,K,艾,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,Ø,害,,,
CX01,慈溪逍林,太湖片-临绍小片,,,泰,Ø,蔼,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,杯,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,辈,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,背,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,胚,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,坯,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,配,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,培,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,陪,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,赔,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,裴,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,倍,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,佩,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,P,背,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,M,梅,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,M,枚,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,M,媒,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,M,煤,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,M,莓,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,M,玫,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,M,每,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,M,妹,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,M,昧,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,T,堆,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,T,𠡒,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,T,对,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,T,碓,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,T,推,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,T,㷟,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,T,腿,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,T,退,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,T,颓,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,T,队,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,N,馁,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,N,内,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,L,雷,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,L,儡,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,L,癗,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,L,蕾,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,L,累,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,L,擂,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,L,𨀤,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,TS,脧,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,TS,催,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,TS,崔,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,TS,摧,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,TS,罪,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,TS,碎,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,K,瑰,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,K,盔,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,K,恢,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,K,魁,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,K,诙,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,K,傀,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,K,块,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,K,桅,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,Ø,灰,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,Ø,贿,,,
CX01,慈溪逍林,太湖片-临绍小片,,,灰,Ø,悔,,,
