point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吴江方言语音研究
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,K,五,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,K,伍,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,K,午,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,K,忤,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,K,误,əu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,K,悟,əu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,呼,u,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,虎,u,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,浒,u,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,琥,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,戽,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,胡,u,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,湖,u,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,狐,u,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,壶,u,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,乎,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,鬍,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,糊,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,蝴,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,瑚,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,户,u,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,沪,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,互,əu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,护,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,糊,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,乌,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,污,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,坞,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,模,Ø,恶,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,P,褒,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,P,保,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,P,堡,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,P,宝,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,P,报,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,P,袍,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,P,抱,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,P,暴,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,P,菢,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,M,毛,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,M,冒,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,M,帽,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,M,瑁,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,刀,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,叨,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,祷,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,岛,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,倒,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,捣,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,到,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,倒,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,滔,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,掏,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,讨,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,套,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,桃,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,逃,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,淘,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,陶,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,萄,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,涛,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,道,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,稻,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,盗,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,导,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,T,蹈,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,N,脑,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,N,恼,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,L,劳,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,L,捞,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,L,唠,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,L,牢,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,L,痨,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,L,老,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,L,佬,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,L,涝,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,遭,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,糟,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,早,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,枣,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,蚤,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,澡,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,藻,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,躁,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,灶,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,操,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,草,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,糙,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,曹,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,槽,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,皂,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,造,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,骚,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,臊,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,扫,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,嫂,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,扫,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,TS,燥,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,高,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,膏,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,篙,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,羔,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,糕,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,稿,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,告,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,膏,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,考,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,烤,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,拷,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,靠,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,犒,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,铐,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,熬,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,敖,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,鳌,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,傲,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,K,鏊,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,蒿,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,薅,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,好,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,好,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,耗,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,豪,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,壕,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,毫,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,号,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,浩,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,号,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,袄,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,懊,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,奥,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,懊,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,豪,Ø,澳,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,P,剖,u,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,M,某,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,M,亩,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,M,牡,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,M,母,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,M,拇,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,M,戊,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,M,茂,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,M,贸,au,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,兜,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,斗,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,抖,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,陡,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,蚪,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,斗,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,偷,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,敨,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,透,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,头,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,投,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,骰,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,豆,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,逗,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,痘,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,T,脰,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,L,楼,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,L,搂,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,L,耧,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,L,娄,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,L,搂,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,L,篓,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,L,溇,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,L,漏,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,L,陋,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,TS,走,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,TS,奏,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,TS,凑,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,TS,叟,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,TS,嗽,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,勾,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,钩,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,沟,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,狗,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,苟,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,垢,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,枸,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,彀,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,够,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,构,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,购,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,勾,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,抠,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,眍,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,口,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,叩,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,扣,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,寇,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,藕,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,偶,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,K,偶,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,吼,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,侯,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,喉,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,猴,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,後,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,厚,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,后,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,候,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,鲎,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,欧,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,瓯,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,区,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,鸥,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,呕,iəu,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,殴,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,沤,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,侯,Ø,怄,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,P,拜,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,P,排,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,P,�,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,M,埋,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,L,攋,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,TS*,斋,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,TS*,豺,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,皆,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,阶,iɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,稭,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,偕,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,介,iɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,界,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,芥,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,尬,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,疥,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,届,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,戒,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,庎,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,揩,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,K,楷,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,Ø,谐,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,Ø,骇,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,Ø,械,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,皆,Ø,挨,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,P,摆,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,P,派,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,P,牌,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,P,簰,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,P,罢,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,P,稗,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,M,买,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,M,卖,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,N,奶,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,TS*,债,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,TS*,钗,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,TS*,差,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,TS*,柴,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,TS*,筛,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,TS*,洒,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,TS*,晒,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,佳,iɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,街,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,解,iɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,懈,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,涯,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,崖,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,K,捱,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,Ø,鞋,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,Ø,解,iɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,Ø,解,iɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,Ø,蟹,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,Ø,矮,ɔ,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,佳,Ø,隘,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,呆,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,戴,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,胎,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,台,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,奤,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,态,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,贷,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,台,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,苔,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,抬,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,待,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,怠,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,殆,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,代,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,袋,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,玳,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,黛,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,埭,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,逮,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,T,绐,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,N,乃,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,N,耐,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,L,来,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,灾,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,栽,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,宰,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,载,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,再,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,载,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,猜,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,彩,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,採,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,睬,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,踩,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,菜,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,棌,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,才,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,材,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,财,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,裁,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,在,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,载,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,腮,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,鳃,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,赛,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,TS,塞,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,K,该,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,K,改,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,K,概,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,K,溉,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,K,开,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,K,凯,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,K,慨,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,K,咳,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,K,呆,,,
WJ02,吴江芦墟,太湖片-苏沪嘉小片,,,咍,K,磑,,,
