point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,安吉县志/安吉方言调查
AJ01,安吉安城,太湖片-苕溪小片,,,灰,K,块,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,K,桅,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,Ø,灰,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,Ø,贿,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,Ø,悔,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,Ø,晦,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,Ø,回,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,Ø,茴,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,Ø,蛔,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,Ø,徊,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,Ø,汇,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,Ø,溃,,,
AJ01,安吉安城,太湖片-苕溪小片,,,灰,Ø,煨,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,T,蜕,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,T,兑,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,TS,最,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,K,会,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,K,刽,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,K,桧,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,K,外,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,Ø,会,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,Ø,绘,,,
AJ01,安吉安城,太湖片-苕溪小片,,,泰,Ø,烩,,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,包,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,胞,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,苞,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,饱,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,豹,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,爆,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,泡,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,抛,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,脬,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,炮,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,泡,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,跑,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,刨,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,匏,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,麅,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,鲍,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,P,鉋,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,M,茅,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,M,猫,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,M,锚,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,M,卯,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,M,貌,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,N,铙,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,N,挠,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,N,闹,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,罩,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,櫂,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,抓,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,爪,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,找,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,笊,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,抄,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,钞,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,炒,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,吵,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,巢,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,梢,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,捎,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,筲,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,稍,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,潲,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,潲,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,TS,哨,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,交,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,郊,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,胶,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,教,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,茭,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,蛟,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,跤,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,绞,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,狡,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,铰,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,搅,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,搞,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,教,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,校,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,较,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,酵,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,窖,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,觉,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,珓,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,敲,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,骹,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,巧,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,咬,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,K,乐,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,Ø,哮,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,Ø,孝,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,Ø,肴,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,Ø,淆,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,Ø,效,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,Ø,校,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,Ø,校,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,Ø,坳,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,Ø,凹,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,Ø,拗,ɔ,,
AJ01,安吉安城,太湖片-苕溪小片,,,肴,Ø,靿,ɔ,,
