point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,嵊州崇仁镇方言语音研究
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,K,吾,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,K,梧,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,K,五,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,K,伍,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,K,午,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,K,忤,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,K,误,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,K,悟,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,呼,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,虎,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,浒,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,琥,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,戽,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,胡,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,湖,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,狐,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,壶,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,乎,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,瓠,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,鬍,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,糊,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,蝴,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,瑚,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,户,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,沪,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,互,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,护,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,瓠,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,糊,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,乌,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,污,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,坞,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,模,Ø,恶,u,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,P,褒,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,P,保,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,P,堡,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,P,宝,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,P,报,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,P,袍,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,P,抱,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,P,暴,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,P,菢,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,M,毛,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,M,冒,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,M,帽,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,M,瑁,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,刀,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,叨,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,祷,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,岛,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,倒,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,捣,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,到,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,倒,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,滔,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,掏,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,讨,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,套,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,桃,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,逃,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,淘,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,陶,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,萄,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,涛,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,道,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,稻,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,盗,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,导,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,T,蹈,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,N,脑,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,N,恼,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,L,劳,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,L,捞,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,L,唠,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,L,牢,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,L,痨,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,L,老,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,L,佬,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,L,涝,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,遭,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,糟,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,早,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,枣,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,蚤,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,澡,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,藻,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,躁,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,灶,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,操,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,草,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,騲,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,糙,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,曹,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,槽,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,皂,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,造,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,骚,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,臊,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,扫,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,嫂,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,扫,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,TS,燥,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,高,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,膏,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,篙,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,羔,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,糕,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,稿,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,告,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,膏,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,考,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,烤,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,拷,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,靠,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,犒,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,铐,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,㸆,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,熬,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,敖,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,鳌,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,傲,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,K,鏊,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,蒿,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,薅,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,好,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,好,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,耗,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,豪,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,壕,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,毫,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,号,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,蠔,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,浩,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,号,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,爊,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,袄,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,懊,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,奥,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,懊,ɑɒ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,豪,Ø,澳,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,P,剖,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,M,某,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,M,亩,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,M,牡,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,M,母,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,M,拇,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,M,戊,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,M,茂,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,M,贸,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,兜,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,斗,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,抖,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,陡,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,蚪,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,斗,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,偷,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,敨,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,透,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,头,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,投,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,骰,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,豆,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,逗,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,痘,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,T,脰,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,L,楼,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,L,搂,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,L,耧,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,L,娄,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,L,搂,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,L,篓,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,L,溇,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,L,漏,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,L,陋,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,TS,走,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,TS,奏,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,TS,凑,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,TS,叟,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,TS,嗽,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,勾,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,钩,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,沟,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,狗,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,苟,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,垢,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,枸,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,彀,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,够,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,构,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,购,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,勾,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,抠,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,眍,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,口,iʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,叩,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,扣,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,寇,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,藕,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,偶,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,K,偶,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,吼,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,侯,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,喉,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,猴,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,瘊,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,後,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,厚,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,后,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,候,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,鲎,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,欧,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,瓯,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,区,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,鸥,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,呕,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,殴,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,沤,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,侯,Ø,怄,ʏ,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,P,拜,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,P,排,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,P,�,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,M,埋,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,L,攋,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,TS*,䍉,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,TS*,箉,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,TS*,斋,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,TS*,豺,e,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,皆,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,阶,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,稭,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,偕,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,介,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,界,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,芥,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,尬,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,疥,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,届,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,戒,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,庎,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,揩,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,K,楷,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,Ø,谐,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,Ø,骇,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,Ø,械,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,皆,Ø,挨,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,P,摆,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,P,派,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,P,牌,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,P,簰,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,P,罢,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,P,稗,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,M,买,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,M,卖,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,N,奶,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,TS*,债,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,TS*,钗,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,TS*,差,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,TS*,柴,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,TS*,筛,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,TS*,洒,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,TS*,晒,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,K,佳,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,K,街,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,K,解,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,K,懈,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,K,涯,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,K,崖,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,K,捱,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,Ø,鞋,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,Ø,解,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,Ø,解,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,Ø,蟹,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,Ø,矮,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,佳,Ø,隘,a,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,呆,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,戴,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,胎,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,台,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,奤,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,态,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,贷,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,台,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,苔,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,抬,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,待,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,怠,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,殆,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,代,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,袋,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,玳,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,黛,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,埭,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,逮,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,T,绐,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,N,乃,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,N,耐,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,L,来,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,灾,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,栽,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,宰,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,载,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,再,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,载,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,猜,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,彩,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,採,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,睬,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,踩,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,菜,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,棌,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,才,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,材,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,财,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,裁,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,在,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,载,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,腮,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,鳃,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,赛,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,TS,塞,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,K,该,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,K,改,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,K,概,,,
SZ03,嵊州崇仁镇,太湖片-临绍小片,,,咍,K,溉,,,
