point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,浙江德清（乾元）方言音系
DQ01,德清乾元,太湖片-苕溪小片,,,豪,M,毛,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,M,冒,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,M,帽,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,M,瑁,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,刀,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,叨,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,祷,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,岛,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,倒,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,捣,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,到,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,倒,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,滔,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,掏,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,讨,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,套,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,桃,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,逃,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,淘,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,陶,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,萄,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,涛,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,道,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,稻,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,盗,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,导,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,T,蹈,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,N,脑,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,N,恼,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,L,劳,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,L,捞,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,L,唠,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,L,牢,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,L,痨,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,L,老,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,L,佬,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,L,涝,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,遭,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,糟,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,早,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,枣,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,蚤,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,澡,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,藻,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,躁,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,灶,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,操,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,草,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,騲,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,糙,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,曹,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,槽,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,皂,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,造,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,骚,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,臊,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,扫,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,嫂,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,扫,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,TS,燥,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,高,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,膏,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,篙,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,羔,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,糕,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,稿,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,告,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,膏,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,考,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,烤,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,拷,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,靠,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,犒,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,铐,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,㸆,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,熬,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,敖,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,鳌,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,傲,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,K,鏊,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,蒿,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,薅,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,好,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,好,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,耗,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,豪,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,壕,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,毫,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,号,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,蠔,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,浩,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,号,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,爊,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,袄,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,懊,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,奥,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,懊,,,
DQ01,德清乾元,太湖片-苕溪小片,,,豪,Ø,澳,ɔ,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,P,剖,u,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,M,某,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,M,亩,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,M,牡,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,M,母,u,文读,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,M,拇,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,M,戊,u,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,M,茂,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,M,贸,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,兜,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,斗,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,抖,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,陡,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,蚪,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,斗,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,偷,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,敨,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,透,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,头,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,投,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,骰,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,豆,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,逗,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,痘,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,T,脰,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,L,楼,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,L,搂,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,L,耧,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,L,娄,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,L,搂,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,L,篓,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,L,溇,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,L,漏,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,L,陋,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,TS,走,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,TS,奏,y,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,TS,凑,y,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,TS,叟,y,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,TS,嗽,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,勾,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,钩,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,沟,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,狗,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,苟,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,垢,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,枸,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,彀,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,够,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,构,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,购,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,勾,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,抠,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,眍,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,口,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,叩,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,扣,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,寇,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,藕,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,偶,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,K,偶,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,吼,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,侯,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,喉,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,猴,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,瘊,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,後,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,厚,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,后,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,候,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,鲎,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,欧,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,瓯,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,区,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,鸥,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,呕,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,殴,ø,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,沤,,,
DQ01,德清乾元,太湖片-苕溪小片,,,侯,Ø,怄,,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,P,拜,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,P,排,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,P,�,,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,M,埋,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,L,攋,,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,TS*,䍉,,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,TS*,箉,,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,TS*,斋,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,TS*,豺,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,皆,ia,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,阶,ia,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,稭,,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,偕,,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,介,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,界,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,芥,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,尬,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,疥,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,届,ia,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,戒,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,庎,,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,揩,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,K,楷,,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,Ø,谐,,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,Ø,骇,,,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,Ø,械,ia,机～,
DQ01,德清乾元,太湖片-苕溪小片,,,皆,Ø,挨,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,P,摆,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,P,派,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,P,牌,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,P,簰,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,P,罢,a/ɔ,文读/白读,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,P,稗,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,M,买,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,M,卖,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,N,奶,a/ᴇ,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,TS*,债,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,TS*,钗,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,TS*,差,a,出～,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,TS*,柴,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,TS*,筛,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,TS*,洒,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,TS*,晒,,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,K,佳,ia,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,K,街,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,K,解,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,K,懈,,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,K,涯,ia,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,K,崖,ia,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,K,捱,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,Ø,鞋,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,Ø,解,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,Ø,解,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,Ø,蟹,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,Ø,矮,a,,
DQ01,德清乾元,太湖片-苕溪小片,,,佳,Ø,隘,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,呆,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,戴,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,胎,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,台,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,奤,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,态,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,贷,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,台,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,苔,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,抬,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,待,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,怠,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,殆,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,代,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,袋,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,玳,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,黛,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,埭,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,逮,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,T,绐,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,N,乃,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,N,耐,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,L,来,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,灾,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,栽,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,宰,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,载,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,再,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,载,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,猜,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,彩,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,採,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,睬,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,踩,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,菜,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,棌,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,才,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,材,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,财,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,裁,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,在,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,载,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,腮,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,鳃,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,赛,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,TS,塞,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,K,该,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,K,改,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,K,概,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,K,溉,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,K,开,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,K,凯,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,K,慨,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,K,咳,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,K,呆,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,K,磑,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,K,碍,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,Ø,海,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,Ø,孩,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,Ø,亥,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,Ø,哀,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,Ø,埃,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,Ø,唉,,,
DQ01,德清乾元,太湖片-苕溪小片,,,咍,Ø,爱,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,P,贝,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,P,狈,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,P,沛,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,T,带,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,T,太,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,T,泰,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,T,大,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,T,汏,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,N,奈,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,L,赖,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,L,癞,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,TS,蔡,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,K,盖,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,K,丐,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,K,艾,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,Ø,害,,,
DQ01,德清乾元,太湖片-苕溪小片,,,泰,Ø,蔼,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,杯,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,辈,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,背,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,胚,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,坯,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,配,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,培,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,陪,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,赔,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,裴,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,倍,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,佩,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,P,背,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,M,梅,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,M,枚,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,M,媒,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,M,煤,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,M,莓,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,M,玫,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,M,每,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,M,妹,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,M,昧,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,T,堆,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,T,𠡒,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,T,对,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,T,碓,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,T,推,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,T,㷟,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,T,腿,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,T,退,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,T,颓,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,T,队,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,N,馁,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,N,内,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,L,雷,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,L,儡,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,L,癗,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,L,蕾,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,L,累,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,L,擂,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,L,𨀤,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,TS,脧,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,TS,催,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,TS,崔,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,TS,摧,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,TS,罪,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,TS,碎,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,K,瑰,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,K,盔,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,K,恢,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,K,魁,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,K,诙,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,K,傀,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,K,块,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,K,桅,,,
DQ01,德清乾元,太湖片-苕溪小片,,,灰,Ø,灰,,,
