point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,浙江省方言志
HZ02,湖州市区,太湖片-苕溪小片,,,豪,P,菢,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,M,毛,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,M,冒,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,M,帽,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,M,瑁,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,刀,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,叨,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,祷,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,岛,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,倒,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,捣,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,到,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,倒,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,滔,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,掏,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,讨,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,套,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,桃,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,逃,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,淘,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,陶,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,萄,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,涛,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,道,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,稻,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,盗,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,导,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,T,蹈,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,N,脑,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,N,恼,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,L,劳,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,L,捞,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,L,唠,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,L,牢,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,L,痨,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,L,老,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,L,佬,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,L,涝,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,遭,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,糟,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,早,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,枣,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,蚤,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,澡,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,藻,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,躁,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,灶,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,操,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,草,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,騲,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,糙,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,曹,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,槽,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,皂,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,造,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,骚,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,臊,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,扫,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,嫂,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,扫,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,TS,燥,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,高,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,膏,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,篙,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,羔,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,糕,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,稿,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,告,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,膏,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,考,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,烤,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,拷,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,靠,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,犒,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,铐,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,㸆,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,熬,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,敖,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,鳌,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,傲,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,K,鏊,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,蒿,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,薅,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,好,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,好,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,耗,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,豪,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,壕,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,毫,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,号,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,蠔,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,浩,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,号,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,爊,,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,袄,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,懊,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,奥,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,懊,ɔ,,
HZ02,湖州市区,太湖片-苕溪小片,,,豪,Ø,澳,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,P,剖,e/u,文读解～/白读～肚皮,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,M,某,e,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,M,亩,e,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,M,牡,e,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,M,母,u,文读,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,M,拇,u,文读,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,M,戊,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,M,茂,e,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,M,贸,e,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,兜,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,斗,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,抖,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,陡,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,蚪,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,斗,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,偷,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,敨,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,透,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,头,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,投,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,骰,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,豆,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,逗,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,痘,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,T,脰,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,L,楼,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,L,搂,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,L,耧,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,L,娄,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,L,搂,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,L,篓,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,L,溇,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,L,漏,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,L,陋,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,TS,走,iʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,TS,奏,iʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,TS,凑,iʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,TS,叟,iʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,TS,嗽,iʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,勾,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,钩,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,沟,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,狗,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,苟,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,垢,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,枸,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,彀,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,够,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,构,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,购,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,勾,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,抠,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,眍,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,口,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,叩,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,扣,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,寇,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,藕,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,偶,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,K,偶,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,吼,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,侯,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,喉,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,猴,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,瘊,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,後,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,厚,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,后,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,候,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,鲎,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,欧,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,瓯,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,区,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,鸥,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,呕,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,殴,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,沤,,,
HZ02,湖州市区,太湖片-苕溪小片,,,侯,Ø,怄,øʉ,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,P,拜,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,P,排,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,P,�,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,M,埋,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,L,攋,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,TS*,䍉,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,TS*,箉,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,TS*,斋,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,TS*,豺,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,皆,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,阶,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,稭,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,偕,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,介,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,界,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,芥,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,尬,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,疥,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,届,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,戒,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,庎,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,揩,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,K,楷,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,Ø,谐,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,Ø,骇,,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,Ø,械,ia,,
HZ02,湖州市区,太湖片-苕溪小片,,,皆,Ø,挨,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,P,摆,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,P,派,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,P,牌,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,P,簰,,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,P,罢,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,P,稗,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,M,买,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,M,卖,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,N,奶,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,TS*,债,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,TS*,钗,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,TS*,差,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,TS*,柴,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,TS*,筛,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,TS*,洒,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,TS*,晒,ɷ,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,K,佳,,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,K,街,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,K,解,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,K,懈,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,K,涯,ia,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,K,崖,ia,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,K,捱,,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,Ø,鞋,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,Ø,解,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,Ø,解,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,Ø,蟹,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,Ø,矮,a,,
HZ02,湖州市区,太湖片-苕溪小片,,,佳,Ø,隘,,,
