point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,萧山南阳方言的语音研究
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,P,抱,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,P,暴,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,P,菢,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,M,毛,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,M,冒,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,M,帽,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,M,瑁,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,刀,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,叨,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,祷,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,岛,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,倒,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,捣,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,到,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,倒,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,滔,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,掏,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,讨,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,套,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,桃,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,逃,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,淘,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,陶,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,萄,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,涛,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,道,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,稻,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,盗,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,导,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,T,蹈,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,N,脑,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,N,恼,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,L,劳,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,L,捞,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,L,唠,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,L,牢,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,L,痨,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,L,老,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,L,佬,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,L,涝,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,遭,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,糟,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,早,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,枣,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,蚤,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,澡,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,藻,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,躁,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,灶,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,操,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,草,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,騲,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,糙,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,曹,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,槽,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,皂,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,造,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,骚,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,臊,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,扫,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,嫂,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,扫,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,TS,燥,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,高,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,膏,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,篙,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,羔,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,糕,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,稿,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,告,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,膏,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,考,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,烤,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,拷,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,靠,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,犒,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,铐,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,㸆,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,熬,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,敖,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,鳌,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,傲,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,K,鏊,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,蒿,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,薅,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,好,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,好,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,耗,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,豪,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,壕,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,毫,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,蠔,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,浩,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,爊,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,袄,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,奥,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,豪,Ø,澳,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,P,剖,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,M,某,o,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,M,亩,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,M,牡,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,M,母,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,M,拇,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,M,戊,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,M,茂,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,M,贸,ɔ,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,兜,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,斗,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,抖,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,陡,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,蚪,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,斗,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,偷,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,敨,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,透,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,头,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,投,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,骰,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,豆,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,逗,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,痘,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,T,脰,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,L,楼,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,L,搂,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,L,耧,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,L,娄,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,L,搂,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,L,篓,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,L,溇,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,L,漏,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,L,陋,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,TS,走,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,TS,奏,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,TS,凑,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,TS,叟,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,TS,嗽,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,勾,iø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,钩,iø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,沟,iø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,狗,iø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,苟,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,垢,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,枸,iø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,彀,iø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,够,iø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,构,iø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,购,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,勾,iø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,抠,iø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,眍,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,口,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,叩,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,扣,iø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,寇,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,藕,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,偶,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,K,偶,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,吼,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,侯,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,喉,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,猴,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,瘊,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,後,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,厚,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,后,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,候,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,鲎,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,欧,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,瓯,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,区,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,鸥,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,呕,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,殴,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,沤,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,侯,Ø,怄,ø,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,P,拜,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,P,排,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,P,�,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,M,埋,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,L,攋,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,TS*,䍉,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,TS*,箉,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,TS*,斋,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,TS*,豺,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,皆,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,阶,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,稭,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,偕,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,介,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,界,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,芥,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,尬,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,疥,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,届,ia,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,戒,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,庎,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,揩,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,K,楷,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,Ø,谐,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,Ø,骇,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,Ø,械,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,皆,Ø,挨,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,P,摆,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,P,派,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,P,牌,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,P,簰,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,P,罢,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,P,稗,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,M,买,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,M,卖,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,N,奶,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,TS*,债,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,TS*,钗,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,TS*,差,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,TS*,柴,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,TS*,筛,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,TS*,洒,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,TS*,晒,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,K,佳,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,K,街,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,K,解,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,K,懈,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,K,涯,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,K,崖,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,K,捱,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,Ø,鞋,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,Ø,解,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,Ø,解,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,Ø,蟹,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,Ø,矮,a,,
XS03,萧山南阳镇,太湖片-临绍小片,,,佳,Ø,隘,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,呆,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,戴,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,胎,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,台,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,奤,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,态,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,贷,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,台,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,苔,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,抬,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,待,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,怠,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,殆,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,代,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,袋,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,玳,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,黛,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,埭,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,逮,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,T,绐,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,N,乃,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,N,耐,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,L,来,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,灾,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,栽,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,宰,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,载,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,再,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,载,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,猜,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,彩,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,採,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,睬,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,踩,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,菜,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,棌,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,才,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,材,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,财,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,裁,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,在,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,载,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,腮,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,鳃,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,赛,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,TS,塞,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,K,该,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,K,改,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,K,概,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,K,溉,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,K,开,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,K,凯,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,K,慨,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,K,咳,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,K,呆,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,K,磑,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,K,碍,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,Ø,海,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,Ø,孩,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,Ø,亥,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,Ø,哀,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,Ø,埃,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,Ø,唉,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,咍,Ø,爱,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,P,贝,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,P,狈,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,P,沛,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,T,带,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,T,太,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,T,泰,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,T,大,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,T,汏,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,N,奈,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,L,赖,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,L,癞,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,TS,蔡,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,K,盖,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,K,丐,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,K,艾,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,Ø,害,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,泰,Ø,蔼,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,杯,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,辈,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,背,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,胚,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,坯,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,配,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,培,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,陪,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,赔,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,裴,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,倍,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,佩,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,P,背,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,M,梅,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,M,枚,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,M,媒,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,M,煤,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,M,莓,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,M,玫,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,M,每,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,M,妹,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,M,昧,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,T,堆,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,T,𠡒,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,T,对,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,T,碓,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,T,推,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,T,㷟,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,T,腿,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,T,退,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,T,颓,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,T,队,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,N,馁,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,N,内,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,L,雷,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,L,儡,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,L,癗,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,L,蕾,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,L,累,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,L,擂,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,L,𨀤,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,TS,脧,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,TS,催,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,TS,崔,,,
XS03,萧山南阳镇,太湖片-临绍小片,,,灰,TS,摧,,,
