point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,杜进 2016
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,姑,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,孤,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,箍,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,辜,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,菇,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,鸪,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,蛄,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,古,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,估,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,盬,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,牯,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,股,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,鼓,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,蛊,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,故,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,固,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,锢,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,雇,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,顾,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,枯,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,苦,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,库,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,裤,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,吴,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,蜈,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,吾,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,梧,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,五,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,伍,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,午,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,忤,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,误,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,K,悟,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,呼,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,虎,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,浒,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,琥,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,戽,u,~水,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,胡,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,湖,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,狐,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,壶,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,乎,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,瓠,u,～瓜,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,鬍,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,糊,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,蝴,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,瑚,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,户,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,沪,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,互,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,护,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,瓠,u,～瓜,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,糊,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,乌,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,污,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,坞,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,模,Ø,恶,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,P,褒,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,P,保,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,P,堡,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,P,宝,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,P,报,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,P,袍,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,P,抱,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,P,暴,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,P,菢,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,M,毛,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,M,冒,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,M,帽,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,M,瑁,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,刀,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,叨,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,祷,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,岛,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,倒,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,捣,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,到,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,倒,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,滔,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,掏,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,讨,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,套,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,桃,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,逃,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,淘,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,陶,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,萄,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,涛,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,道,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,稻,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,盗,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,导,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,T,蹈,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,N,脑,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,N,恼,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,L,劳,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,L,捞,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,L,唠,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,L,牢,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,L,痨,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,L,老,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,L,佬,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,L,涝,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,遭,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,糟,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,早,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,枣,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,蚤,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,澡,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,藻,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,躁,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,灶,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,操,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,草,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,騲,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,糙,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,曹,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,槽,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,皂,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,造,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,骚,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,臊,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,扫,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,嫂,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,扫,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,TS,燥,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,高,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,膏,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,篙,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,羔,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,糕,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,稿,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,告,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,膏,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,考,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,烤,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,拷,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,靠,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,犒,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,铐,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,㸆,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,熬,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,敖,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,鳌,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,傲,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,K,鏊,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,蒿,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,薅,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,好,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,好,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,耗,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,豪,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,壕,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,毫,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,号,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,蠔,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,浩,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,号,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,爊,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,袄,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,懊,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,奥,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,懊,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,豪,Ø,澳,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,P,剖,ɷ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,M,某,ɤɪ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,M,亩,ɷ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,M,牡,ɷ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,M,母,ɷ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,M,拇,əʔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,M,戊,u,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,M,茂,ɤɪ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,M,贸,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,兜,y,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,斗,y/ɯ,计量单位/～争,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,抖,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,陡,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,蚪,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,斗,y/ɯ,计量单位/～争,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,偷,y,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,敨,y,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,透,y,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,头,y/ɤɪ/ɯ,～发/没～没脑,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,投,y,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,骰,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,豆,y,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,逗,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,痘,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,T,脰,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,L,楼,y,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,L,搂,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,L,耧,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,L,娄,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,L,搂,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,L,篓,y,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,L,溇,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,L,漏,y,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,L,陋,y,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,TS,走,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,TS,奏,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,TS,凑,y,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,TS,叟,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,TS,嗽,y,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,勾,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,钩,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,沟,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,狗,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,苟,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,垢,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,枸,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,彀,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,够,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,构,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,购,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,勾,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,抠,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,眍,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,口,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,叩,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,扣,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,寇,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,藕,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,偶,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,K,偶,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,吼,ɔ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,侯,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,喉,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,猴,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,瘊,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,後,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,厚,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,后,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,候,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,鲎,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,欧,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,瓯,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,区,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,鸥,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,呕,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,殴,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,沤,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,侯,Ø,怄,ɯ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,P,拜,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,P,排,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,P,�,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,M,埋,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,L,攋,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,TS*,䍉,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,TS*,箉,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,TS*,斋,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,TS*,豺,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,皆,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,阶,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,稭,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,偕,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,介,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,界,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,芥,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,尬,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,疥,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,届,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,戒,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,庎,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,揩,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,K,楷,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,Ø,谐,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,Ø,骇,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,Ø,械,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,皆,Ø,挨,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,P,摆,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,P,派,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,P,牌,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,P,簰,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,P,罢,ɑ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,P,稗,ɑ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,M,买,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,M,卖,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,N,奶,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,TS*,债,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,TS*,钗,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,TS*,差,ᴇ,出～,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,TS*,柴,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,TS*,筛,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,TS*,洒,ɑ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,TS*,晒,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,K,佳,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,K,街,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,K,解,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,K,懈,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,K,涯,iɑ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,K,崖,iɑ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,K,捱,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,Ø,鞋,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,Ø,解,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,Ø,解,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,Ø,蟹,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,Ø,矮,ᴇ,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,佳,Ø,隘,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,呆,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,戴,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,胎,,,
DB01,郎溪梅渚镇定埠,太湖片-毗陵小片,,,咍,T,台,,,
