point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,海宁方言志2009
HN01,海宁城关,太湖片-苏沪嘉小片,,,模,Ø,乌,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,模,Ø,污,u,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,模,Ø,坞,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,模,Ø,恶,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,P,褒,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,P,保,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,P,堡,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,P,宝,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,P,报,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,P,袍,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,P,抱,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,P,暴,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,P,菢,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,M,毛,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,M,冒,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,M,帽,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,M,瑁,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,刀,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,叨,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,祷,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,岛,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,捣,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,到,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,滔,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,掏,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,讨,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,套,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,桃,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,逃,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,淘,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,陶,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,萄,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,涛,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,道,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,稻,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,盗,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,导,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,T,蹈,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,N,脑,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,N,恼,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,L,劳,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,L,捞,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,L,唠,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,L,牢,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,L,痨,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,L,老,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,L,佬,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,L,涝,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,遭,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,糟,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,早,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,枣,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,蚤,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,澡,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,藻,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,躁,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,灶,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,操,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,草,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,糙,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,曹,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,槽,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,皂,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,造,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,骚,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,臊,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,嫂,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,TS,燥,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,高,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,篙,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,羔,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,糕,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,稿,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,告,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,考,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,烤,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,拷,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,靠,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,犒,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,铐,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,熬,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,敖,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,鳌,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,傲,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,K,鏊,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,蒿,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,薅,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,耗,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,壕,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,浩,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,袄,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,豪,Ø,澳,ɔ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,P,剖,u/ɤɯ,白读/文读,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,M,某,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,M,亩,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,M,牡,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,M,母,u,文读,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,M,拇,m,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,M,戊,u,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,M,茂,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,M,贸,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,兜,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,斗,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,抖,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,陡,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,蚪,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,斗,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,偷,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,敨,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,透,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,头,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,投,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,骰,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,豆,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,逗,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,痘,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,T,脰,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,L,楼,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,L,搂,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,L,耧,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,L,娄,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,L,搂,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,L,篓,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,L,溇,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,L,漏,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,L,陋,ɤɯ,文读,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,TS,走,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,TS,奏,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,TS,凑,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,TS,叟,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,TS,嗽,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,勾,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,钩,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,沟,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,狗,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,苟,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,垢,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,枸,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,彀,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,够,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,构,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,购,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,勾,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,抠,ɤɯ,文读,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,眍,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,口,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,叩,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,扣,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,寇,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,藕,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,偶,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,K,偶,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,吼,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,侯,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,喉,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,猴,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,後,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,厚,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,后,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,候,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,鲎,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,欧,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,瓯,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,区,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,鸥,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,呕,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,殴,ɤɯ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,沤,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,侯,Ø,怄,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,P,拜,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,P,排,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,P,�,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,M,埋,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,L,攋,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,TS*,斋,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,TS*,豺,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,皆,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,阶,ia,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,稭,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,偕,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,介,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,界,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,芥,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,尬,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,疥,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,届,ia,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,戒,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,庎,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,揩,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,K,楷,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,Ø,谐,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,Ø,骇,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,Ø,械,iɛ,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,皆,Ø,挨,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,P,摆,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,P,派,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,P,牌,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,P,簰,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,P,罢,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,P,稗,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,M,买,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,M,卖,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,N,奶,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,TS*,债,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,TS*,钗,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,TS*,差,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,TS*,柴,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,TS*,筛,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,TS*,洒,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,TS*,晒,o,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,K,佳,ia,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,K,街,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,K,解,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,K,懈,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,K,涯,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,K,崖,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,K,捱,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,Ø,鞋,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,Ø,解,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,Ø,解,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,Ø,蟹,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,Ø,矮,a,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,佳,Ø,隘,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,呆,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,戴,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,胎,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,台,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,奤,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,态,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,贷,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,台,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,苔,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,抬,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,待,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,怠,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,殆,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,代,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,袋,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,玳,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,黛,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,埭,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,逮,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,T,绐,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,N,乃,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,N,耐,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,L,来,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,灾,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,栽,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,宰,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,载,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,再,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,载,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,猜,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,彩,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,採,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,睬,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,踩,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,菜,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,棌,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,才,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,材,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,财,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,裁,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,在,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,载,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,腮,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,鳃,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,赛,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,TS,塞,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,K,该,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,K,改,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,K,概,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,K,溉,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,K,开,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,K,凯,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,K,慨,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,K,咳,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,K,呆,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,K,磑,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,K,碍,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,Ø,海,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,Ø,孩,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,Ø,亥,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,Ø,哀,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,Ø,埃,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,Ø,唉,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,咍,Ø,爱,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,P,贝,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,P,狈,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,P,沛,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,T,带,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,T,太,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,T,泰,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,T,大,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,T,汏,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,N,奈,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,L,赖,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,L,癞,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,TS,蔡,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,K,盖,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,K,丐,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,K,艾,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,Ø,害,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,泰,Ø,蔼,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,杯,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,辈,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,背,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,胚,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,坯,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,配,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,培,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,陪,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,赔,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,裴,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,倍,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,佩,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,P,背,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,M,梅,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,M,枚,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,M,媒,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,M,煤,,,
HN01,海宁城关,太湖片-苏沪嘉小片,,,灰,M,莓,,,
