point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,诸暨南部地区方言音韵比较研究
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,K,裤,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,K,吴,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,K,蜈,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,K,吾,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,K,梧,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,K,五,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,K,伍,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,K,午,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,K,忤,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,K,误,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,K,悟,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,呼,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,虎,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,浒,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,琥,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,戽,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,胡,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,湖,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,狐,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,壶,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,乎,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,瓠,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,鬍,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,糊,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,蝴,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,瑚,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,户,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,沪,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,互,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,护,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,瓠,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,糊,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,乌,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,污,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,坞,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,模,Ø,恶,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,P,褒,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,P,保,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,P,堡,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,P,宝,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,P,报,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,P,袍,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,P,抱,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,P,暴,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,P,菢,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,M,毛,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,M,冒,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,M,帽,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,M,瑁,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,刀,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,叨,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,祷,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,岛,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,倒,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,捣,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,到,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,倒,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,滔,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,掏,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,讨,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,套,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,桃,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,逃,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,淘,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,陶,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,萄,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,涛,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,道,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,稻,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,盗,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,导,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,T,蹈,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,N,脑,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,N,恼,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,L,劳,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,L,捞,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,L,唠,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,L,牢,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,L,痨,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,L,老,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,L,佬,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,L,涝,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,遭,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,糟,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,早,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,枣,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,蚤,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,澡,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,藻,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,躁,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,灶,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,操,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,草,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,騲,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,糙,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,曹,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,槽,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,皂,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,造,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,骚,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,臊,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,扫,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,嫂,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,扫,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,TS,燥,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,高,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,膏,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,篙,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,羔,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,糕,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,稿,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,告,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,膏,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,考,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,烤,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,拷,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,靠,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,犒,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,铐,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,㸆,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,熬,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,敖,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,鳌,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,傲,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,K,鏊,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,蒿,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,薅,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,好,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,好,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,耗,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,豪,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,壕,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,毫,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,蠔,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,浩,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,爊,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,袄,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,奥,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,豪,Ø,澳,ɔ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,P,剖,ɤɯ/uɤ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,M,某,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,M,亩,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,M,牡,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,M,母,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,M,拇,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,M,戊,u,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,M,茂,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,M,贸,ɔ/ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,兜,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,斗,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,抖,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,陡,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,蚪,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,斗,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,偷,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,敨,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,透,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,头,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,投,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,骰,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,豆,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,逗,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,痘,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,T,脰,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,L,楼,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,L,搂,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,L,耧,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,L,娄,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,L,搂,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,L,篓,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,L,溇,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,L,漏,ʏ/ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,L,陋,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,TS,走,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,TS,奏,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,TS,凑,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,TS,叟,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,TS,嗽,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,勾,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,钩,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,沟,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,狗,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,苟,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,垢,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,枸,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,彀,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,够,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,构,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,购,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,勾,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,抠,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,眍,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,口,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,叩,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,扣,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,寇,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,藕,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,偶,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,K,偶,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,吼,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,侯,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,喉,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,猴,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,瘊,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,後,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,厚,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,后,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,候,ʏ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,鲎,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,欧,ʏ/ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,瓯,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,区,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,鸥,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,呕,ɤɯ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,殴,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,沤,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,侯,Ø,怄,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,P,拜,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,P,排,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,P,�,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,M,埋,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,L,攋,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,TS*,䍉,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,TS*,箉,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,TS*,斋,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,TS*,豺,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,皆,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,阶,ia,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,稭,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,偕,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,介,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,界,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,芥,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,尬,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,疥,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,届,ia,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,戒,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,庎,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,揩,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,K,楷,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,Ø,谐,ie,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,Ø,骇,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,Ø,械,ia,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,皆,Ø,挨,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,P,摆,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,P,派,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,P,牌,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,P,簰,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,P,罢,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,P,稗,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,M,买,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,M,卖,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,N,奶,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,TS*,债,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,TS*,钗,ʊ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,TS*,差,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,TS*,柴,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,TS*,筛,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,TS*,洒,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,TS*,晒,ʊ,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,K,佳,iʊ/ia,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,K,街,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,K,解,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,K,懈,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,K,涯,ia,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,K,崖,ia,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,K,捱,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,Ø,鞋,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,Ø,解,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,Ø,解,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,Ø,蟹,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,Ø,矮,a,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,佳,Ø,隘,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,呆,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,戴,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,胎,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,台,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,奤,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,态,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,贷,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,台,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,苔,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,抬,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,待,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,怠,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,殆,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,代,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,袋,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,玳,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,黛,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,埭,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,逮,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,T,绐,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,N,乃,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,N,耐,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,L,来,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,灾,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,栽,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,宰,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,载,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,再,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,载,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,猜,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,彩,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,採,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,睬,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,踩,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,菜,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,棌,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,才,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,材,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,财,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,裁,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,在,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,载,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,腮,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,鳃,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,赛,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,TS,塞,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,K,该,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,K,改,,,
ZJ02,诸暨璜山镇,太湖片-临绍小片,,,咍,K,概,,,
