point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,鄞县方言同音字汇
YX02, 鄞县中区,太湖片-甬江小片,,,豪,M,瑁,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,刀,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,叨,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,祷,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,岛,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,倒,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,捣,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,到,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,倒,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,滔,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,掏,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,讨,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,套,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,桃,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,逃,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,淘,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,陶,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,萄,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,涛,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,道,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,稻,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,盗,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,导,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,T,蹈,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,N,脑,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,N,恼,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,L,劳,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,L,捞,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,L,唠,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,L,牢,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,L,痨,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,L,老,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,L,佬,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,L,涝,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,遭,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,糟,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,早,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,枣,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,蚤,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,澡,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,藻,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,躁,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,灶,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,操,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,草,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,騲,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,糙,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,曹,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,槽,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,皂,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,造,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,骚,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,臊,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,扫,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,嫂,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,扫,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,TS,燥,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,高,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,膏,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,篙,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,羔,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,糕,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,稿,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,告,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,膏,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,考,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,烤,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,拷,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,靠,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,犒,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,铐,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,㸆,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,熬,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,敖,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,鳌,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,傲,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,K,鏊,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,蒿,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,薅,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,好,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,好,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,耗,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,豪,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,壕,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,毫,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,号,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,蠔,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,浩,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,号,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,爊,,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,袄,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,懊,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,奥,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,懊,ɔ,,
YX02, 鄞县中区,太湖片-甬江小片,,,豪,Ø,澳,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,P,剖,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,M,某,əu,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,M,亩,œʏ,文读,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,M,牡,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,M,母,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,M,拇,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,M,戊,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,M,茂,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,M,贸,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,兜,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,斗,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,抖,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,陡,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,蚪,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,斗,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,偷,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,敨,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,透,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,头,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,投,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,骰,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,豆,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,逗,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,痘,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,T,脰,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,L,楼,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,L,搂,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,L,耧,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,L,娄,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,L,搂,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,L,篓,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,L,溇,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,L,漏,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,L,陋,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,TS,走,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,TS,奏,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,TS,凑,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,TS,叟,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,TS,嗽,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,勾,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,钩,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,沟,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,狗,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,苟,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,垢,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,枸,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,彀,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,够,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,构,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,购,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,勾,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,抠,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,眍,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,口,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,叩,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,扣,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,寇,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,藕,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,偶,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,K,偶,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,吼,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,侯,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,喉,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,猴,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,瘊,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,後,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,厚,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,后,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,候,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,鲎,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,欧,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,瓯,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,区,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,鸥,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,呕,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,殴,œʏ,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,沤,,,
YX02, 鄞县中区,太湖片-甬江小片,,,侯,Ø,怄,,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,P,拜,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,P,排,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,P,�,,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,M,埋,a/e,白读/文读,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,L,攋,,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,TS*,䍉,,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,TS*,箉,,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,TS*,斋,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,TS*,豺,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,皆,ie,文读,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,阶,ie,文读,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,稭,ie,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,偕,,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,介,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,界,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,芥,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,尬,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,疥,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,届,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,戒,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,庎,,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,揩,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,K,楷,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,Ø,谐,ie,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,Ø,骇,,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,Ø,械,ie,,
YX02, 鄞县中区,太湖片-甬江小片,,,皆,Ø,挨,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,P,摆,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,P,派,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,P,牌,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,P,簰,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,P,罢,a/o,文读/白读,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,P,稗,o,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,M,买,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,M,卖,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,N,奶,a,白读,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,TS*,债,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,TS*,钗,,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,TS*,差,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,TS*,柴,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,TS*,筛,,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,TS*,洒,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,TS*,晒,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,K,佳,,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,K,街,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,K,解,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,K,懈,ie,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,K,涯,ia,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,K,崖,,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,K,捱,,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,Ø,鞋,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,Ø,解,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,Ø,解,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,Ø,蟹,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,Ø,矮,a,,
YX02, 鄞县中区,太湖片-甬江小片,,,佳,Ø,隘,a,,
