point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,浙江省语言志
HZ01,杭州城区,太湖片-杭州小片,,,豪,T,套,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,T,桃,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,T,逃,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,T,淘,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,T,陶,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,T,萄,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,T,涛,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,T,道,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,T,稻,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,T,盗,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,T,导,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,T,蹈,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,N,脑,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,N,恼,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,L,劳,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,L,捞,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,L,唠,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,L,牢,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,L,痨,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,L,老,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,L,佬,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,L,涝,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,遭,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,糟,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,早,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,枣,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,蚤,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,澡,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,藻,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,躁,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,灶,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,操,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,草,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,騲,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,糙,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,曹,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,槽,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,皂,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,造,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,骚,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,臊,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,扫,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,嫂,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,扫,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,TS,燥,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,高,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,膏,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,篙,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,羔,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,糕,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,稿,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,告,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,膏,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,考,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,烤,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,拷,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,靠,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,犒,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,铐,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,㸆,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,熬,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,敖,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,鳌,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,傲,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,K,鏊,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,蒿,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,薅,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,好,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,好,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,耗,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,豪,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,壕,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,毫,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,号,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,蠔,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,浩,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,号,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,爊,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,袄,,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,懊,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,奥,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,懊,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,豪,Ø,澳,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,P,剖,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,M,某,o,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,M,亩,o,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,M,牡,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,M,母,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,M,拇,o,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,M,戊,u,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,M,茂,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,M,贸,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,兜,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,斗,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,抖,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,陡,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,蚪,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,斗,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,偷,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,敨,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,透,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,头,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,投,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,骰,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,豆,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,逗,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,痘,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,T,脰,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,L,楼,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,L,搂,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,L,耧,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,L,娄,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,L,搂,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,L,篓,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,L,溇,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,L,漏,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,L,陋,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,TS,走,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,TS,奏,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,TS,凑,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,TS,叟,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,TS,嗽,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,勾,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,钩,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,沟,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,狗,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,苟,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,垢,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,枸,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,彀,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,够,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,构,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,购,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,勾,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,抠,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,眍,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,口,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,叩,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,扣,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,寇,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,藕,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,偶,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,K,偶,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,吼,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,侯,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,喉,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,猴,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,瘊,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,後,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,厚,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,后,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,候,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,鲎,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,欧,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,瓯,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,区,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,鸥,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,呕,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,殴,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,沤,,,
HZ01,杭州城区,太湖片-杭州小片,,,侯,Ø,怄,ei,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,P,拜,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,P,排,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,P,�,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,M,埋,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,L,攋,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,TS*,䍉,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,TS*,箉,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,TS*,斋,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,TS*,豺,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,皆,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,阶,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,稭,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,偕,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,介,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,界,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,芥,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,尬,a,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,疥,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,届,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,戒,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,庎,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,揩,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,K,楷,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,Ø,谐,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,Ø,骇,,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,Ø,械,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,皆,Ø,挨,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,P,摆,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,P,派,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,P,牌,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,P,簰,,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,P,罢,a,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,P,稗,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,M,买,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,M,卖,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,N,奶,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,TS*,债,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,TS*,钗,a,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,TS*,差,,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,TS*,柴,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,TS*,筛,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,TS*,洒,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,TS*,晒,ɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,K,佳,ia,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,K,街,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,K,解,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,K,懈,a/iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,K,涯,,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,K,崖,,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,K,捱,,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,Ø,鞋,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,Ø,解,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,Ø,解,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,Ø,蟹,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,Ø,矮,iɛ,,
HZ01,杭州城区,太湖片-杭州小片,,,佳,Ø,隘,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,呆,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,戴,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,胎,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,台,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,奤,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,态,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,贷,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,台,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,苔,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,抬,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,待,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,怠,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,殆,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,代,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,袋,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,玳,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,黛,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,埭,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,逮,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,T,绐,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,N,乃,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,N,耐,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,L,来,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,灾,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,栽,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,宰,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,载,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,再,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,载,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,猜,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,彩,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,採,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,睬,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,踩,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,菜,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,棌,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,才,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,材,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,财,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,裁,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,在,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,载,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,腮,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,鳃,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,赛,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,TS,塞,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,K,该,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,K,改,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,K,概,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,K,溉,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,K,开,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,K,凯,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,K,慨,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,K,咳,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,K,呆,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,K,磑,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,K,碍,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,Ø,海,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,Ø,孩,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,Ø,亥,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,Ø,哀,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,Ø,埃,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,Ø,唉,,,
HZ01,杭州城区,太湖片-杭州小片,,,咍,Ø,爱,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,P,贝,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,P,狈,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,P,沛,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,T,带,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,T,太,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,T,泰,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,T,大,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,T,汏,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,N,奈,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,L,赖,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,L,癞,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,TS,蔡,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,K,盖,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,K,丐,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,K,艾,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,Ø,害,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,Ø,蔼,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,杯,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,辈,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,背,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,胚,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,坯,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,配,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,培,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,陪,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,赔,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,裴,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,倍,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,佩,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,P,背,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,M,梅,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,M,枚,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,M,媒,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,M,煤,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,M,莓,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,M,玫,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,M,每,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,M,妹,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,M,昧,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,T,堆,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,T,𠡒,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,T,对,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,T,碓,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,T,推,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,T,㷟,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,T,腿,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,T,退,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,T,颓,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,T,队,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,N,馁,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,N,内,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,L,雷,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,L,儡,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,L,癗,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,L,蕾,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,L,累,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,L,擂,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,L,𨀤,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,TS,脧,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,TS,催,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,TS,崔,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,TS,摧,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,TS,罪,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,TS,碎,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,K,瑰,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,K,盔,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,K,恢,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,K,魁,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,K,诙,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,K,傀,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,K,块,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,K,桅,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,Ø,灰,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,Ø,贿,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,Ø,悔,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,Ø,晦,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,Ø,回,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,Ø,茴,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,Ø,蛔,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,Ø,徊,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,Ø,汇,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,Ø,溃,,,
HZ01,杭州城区,太湖片-杭州小片,,,灰,Ø,煨,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,T,蜕,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,T,兑,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,TS,最,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,K,会,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,K,刽,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,K,桧,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,K,外,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,Ø,会,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,Ø,绘,,,
HZ01,杭州城区,太湖片-杭州小片,,,泰,Ø,烩,,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,包,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,胞,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,苞,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,饱,ɔ,,
HZ01,杭州城区,太湖片-杭州小片,,,肴,P,豹,ɔ,,
