point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,奉化方言同音字汇
FH01,奉化西坞,太湖片-甬江小片,,,豪,T,蹈,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,N,脑,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,N,恼,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,L,劳,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,L,捞,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,L,唠,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,L,牢,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,L,痨,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,L,老,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,L,佬,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,L,涝,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,遭,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,糟,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,早,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,枣,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,蚤,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,澡,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,藻,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,躁,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,灶,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,操,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,草,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,騲,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,糙,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,曹,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,槽,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,皂,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,造,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,骚,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,臊,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,扫,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,嫂,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,扫,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,TS,燥,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,高,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,膏,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,篙,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,羔,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,糕,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,稿,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,告,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,膏,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,考,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,烤,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,拷,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,靠,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,犒,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,铐,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,㸆,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,熬,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,敖,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,鳌,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,傲,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,K,鏊,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,蒿,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,薅,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,好,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,好,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,耗,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,豪,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,壕,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,毫,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,号,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,蠔,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,浩,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,号,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,爊,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,袄,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,懊,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,奥,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,懊,,,
FH01,奉化西坞,太湖片-甬江小片,,,豪,Ø,澳,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,P,剖,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,某,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,亩,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,牡,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,母,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,拇,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,戊,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,茂,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,M,贸,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,兜,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,斗,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,抖,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,陡,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,蚪,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,斗,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,偷,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,敨,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,透,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,头,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,投,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,骰,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,豆,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,逗,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,痘,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,T,脰,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,楼,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,搂,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,耧,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,娄,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,搂,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,篓,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,溇,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,漏,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,L,陋,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,TS,走,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,TS,奏,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,TS,凑,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,TS,叟,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,TS,嗽,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,勾,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,钩,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,沟,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,狗,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,苟,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,垢,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,枸,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,彀,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,够,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,构,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,购,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,勾,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,抠,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,眍,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,口,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,叩,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,扣,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,寇,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,藕,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,偶,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,K,偶,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,吼,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,侯,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,喉,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,猴,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,瘊,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,後,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,厚,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,后,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,候,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,鲎,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,欧,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,瓯,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,区,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,鸥,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,呕,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,殴,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,沤,,,
FH01,奉化西坞,太湖片-甬江小片,,,侯,Ø,怄,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,P,拜,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,P,排,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,P,�,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,M,埋,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,L,攋,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,TS*,䍉,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,TS*,箉,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,TS*,斋,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,TS*,豺,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,皆,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,阶,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,稭,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,偕,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,介,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,界,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,芥,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,尬,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,疥,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,届,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,戒,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,庎,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,揩,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,K,楷,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,Ø,谐,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,Ø,骇,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,Ø,械,,,
FH01,奉化西坞,太湖片-甬江小片,,,皆,Ø,挨,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,P,摆,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,P,派,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,P,牌,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,P,簰,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,P,罢,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,P,稗,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,M,买,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,M,卖,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,N,奶,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,债,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,钗,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,差,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,柴,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,筛,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,洒,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,TS*,晒,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,佳,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,街,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,解,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,懈,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,涯,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,崖,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,K,捱,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,Ø,鞋,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,Ø,解,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,Ø,解,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,Ø,蟹,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,Ø,矮,,,
FH01,奉化西坞,太湖片-甬江小片,,,佳,Ø,隘,,,
