point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,舟山方言研究
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,抛,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,脬,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,炮,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,泡,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,跑,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,刨,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,匏,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,麅,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,鲍,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,P,鉋,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,M,茅,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,M,猫,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,M,锚,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,M,卯,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,M,貌,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,N,铙,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,N,挠,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,N,闹,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,罩,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,櫂,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,抓,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,爪,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,找,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,笊,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,抄,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,钞,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,炒,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,吵,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,巢,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,梢,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,捎,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,筲,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,稍,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,潲,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,潲,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,TS,哨,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,交,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,郊,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,胶,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,教,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,茭,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,蛟,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,跤,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,绞,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,狡,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,铰,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,搅,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,搞,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,教,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,校,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,较,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,酵,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,窖,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,觉,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,珓,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,敲,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,骹,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,巧,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,咬,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,K,乐,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,Ø,哮,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,Ø,孝,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,Ø,肴,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,Ø,淆,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,Ø,效,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,Ø,校,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,Ø,校,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,Ø,坳,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,Ø,凹,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,Ø,拗,ɔ,,
ZS01,舟山定海,太湖片-甬江小片,,,肴,Ø,靿,ɔ,,
