point_id,point_name,rhyme_modern,phonetic,char_count,example_chars
JJ01,靖江城区,佳,ɑ,1,洒
JJ01,靖江城区,戈,u,10,共 10 个例字
JJ01,靖江城区,戈,ʌɤ,23,共 23 个例字
JJ01,靖江城区,模,u,40,共 40 个例字
JJ01,靖江城区,模,ʌɤ,6,共 6 个例字
JJ01,靖江城区,歌,æ,1,大
JJ01,靖江城区,歌,ɑ,3,他 / 大 / 那
JJ01,靖江城区,歌,ʌɤ,19,共 19 个例字
JJ01,靖江城区,皆,iæ,2,界 / 谐
JJ01,靖江城区,皆,iɑ,1,皆
JJ01,靖江城区,皆,æ,8,共 8 个例字
JJ01,靖江城区,麻,iɑ,6,共 6 个例字
JJ01,靖江城区,麻,o,23,共 23 个例字
JJ01,靖江城区,麻,ɑ,1,拿
JS01,嘉善魏塘镇,佳,a,21,共 21 个例字
JS01,嘉善魏塘镇,佳,ia,2,崖 / 涯
JS01,嘉善魏塘镇,佳,o,3,晒 / 罢 / 钗
JS01,嘉善魏塘镇,佳,ᴇ,2,奶 / 隘
JS01,嘉善魏塘镇,戈,o,1,朵
JS01,嘉善魏塘镇,戈,u,59,共 59 个例字
JS01,嘉善魏塘镇,模,o,3,摹 / 模 / 错
JS01,嘉善魏塘镇,模,u,112,共 112 个例字
JS01,嘉善魏塘镇,歌,a,4,他 / 哪 / 拖 / 那
JS01,嘉善魏塘镇,歌,i,1,左
JS01,嘉善魏塘镇,歌,o,1,可
JS01,嘉善魏塘镇,歌,u,25,共 25 个例字
JS01,嘉善魏塘镇,歌,ɤ,2,哥 / 歌
JS01,嘉善魏塘镇,皆,a,18,共 18 个例字
JS01,嘉善魏塘镇,皆,iɪ,1,械
JS01,嘉善魏塘镇,皆,ᴇ,3,挨 / 豺 / 骇
JS01,嘉善魏塘镇,麻,a,27,共 27 个例字
JS01,嘉善魏塘镇,麻,ia,5,共 5 个例字
JS01,嘉善魏塘镇,麻,o,42,共 42 个例字
JS01,嘉善魏塘镇,麻,ɔ,1,拿
JS02,金山,佳,iᴀ,2,佳 / 涯
JS02,金山,佳,o,2,晒 / 钗
JS02,金山,佳,ɛ,1,奶
JS02,金山,佳,ᴀ,19,共 19 个例字
JS02,金山,戈,o,4,摩 / 朵 / 磨 / 魔
JS02,金山,戈,u,38,共 38 个例字
JS02,金山,戈,ɔ,1,窝
JS02,金山,模,o,6,共 6 个例字
JS02,金山,模,u,97,共 97 个例字
JS02,金山,歌,i,1,左
JS02,金山,歌,o,1,可
JS02,金山,歌,u,22,共 22 个例字
JS02,金山,歌,ɤ,1,个
JS02,金山,歌,ᴀ,2,他 / 大
JS02,金山,皆,iɛ,1,械
JS02,金山,皆,iᴀ,2,皆 / 阶
JS02,金山,皆,ɛ,1,豺
JS02,金山,皆,ᴀ,13,共 13 个例字
JS02,金山,麻,iᴀ,8,共 8 个例字
JS02,金山,麻,o,30,共 30 个例字
JS02,金山,麻,ɑ,1,纱
JS02,金山,麻,ɔ,1,下
JS02,金山,麻,ᴀ,20,共 20 个例字
JT01,金坛,佳,a,19,共 19 个例字
JT01,金坛,佳,ia,6,共 6 个例字
JT01,金坛,佳,iɛ,1,解
JT01,金坛,佳,o,1,钗
JT01,金坛,佳,ɛi,2,债 / 奶
JT01,金坛,戈,ia,1,瘸
JT01,金坛,戈,o,4,卧 / 堕 / 妥 / 椭
JT01,金坛,戈,u,1,唾
JT01,金坛,戈,əu,63,共 63 个例字
JT01,金坛,模,ao,1,姥
JT01,金坛,模,u,109,共 109 个例字
JT01,金坛,模,ŋ,2,五 / 午
JT01,金坛,模,ɔʔ,1,睦
JT01,金坛,模,əu,8,共 8 个例字
JT01,金坛,歌,a,3,他 / 大 / 那
JT01,金坛,歌,ao,1,萝
JT01,金坛,歌,o,4,哪 / 屙 / 挪 / 阿
JT01,金坛,歌,əu,25,共 25 个例字
JT01,金坛,皆,a,10,共 10 个例字
JT01,金坛,皆,ia,3,介 / 皆 / 阶
JT01,金坛,皆,iɛ,6,共 6 个例字
JT01,金坛,皆,ɛi,4,挨 / 斋 / 豺 / 骇
JT01,金坛,麻,a,6,共 6 个例字
JT01,金坛,麻,ia,15,共 15 个例字
JT01,金坛,麻,o,56,共 56 个例字
JT01,金坛,麻,əʔ,1,嚇
JW01,江湾,佳,iɑ,2,佳 / 涯
JW01,江湾,佳,o,2,晒 / 钗
JW01,江湾,佳,ɑ,16,共 16 个例字
JW01,江湾,佳,ᴀ,1,差
JW01,江湾,戈,u,36,共 36 个例字
JW01,江湾,模,o,1,错
JW01,江湾,模,u,89,共 89 个例字
JW01,江湾,歌,u,22,共 22 个例字
JW01,江湾,歌,ᴀ,2,他 / 大
JW01,江湾,皆,iɑ,2,皆 / 阶
JW01,江湾,皆,ɑ,9,共 9 个例字
JW01,江湾,皆,ɛ,1,豺
JW01,江湾,麻,iɑ,6,共 6 个例字
JW01,江湾,麻,o,27,共 27 个例字
JW01,江湾,麻,ɑ,13,共 13 个例字
JW01,江湾,麻,ɔ,2,夏 / 拿
JW01,江湾,麻,ᴀ,1,爸
JX01,嘉兴城区,佳,iɑ,3,佳 / 崖 / 涯
JX01,嘉兴城区,佳,o,1,晒
JX01,嘉兴城区,佳,ɑ,20,共 20 个例字
JX01,嘉兴城区,佳,ɛ,1,隘
JX01,嘉兴城区,戈,u,37,共 37 个例字
JX01,嘉兴城区,模,u,102,共 102 个例字
JX01,嘉兴城区,歌,e,1,哥
JX01,嘉兴城区,歌,u,22,共 22 个例字
JX01,嘉兴城区,歌,ɑ,1,大
JX01,嘉兴城区,皆,iɑ,2,皆 / 谐
JX01,嘉兴城区,皆,ɑ,12,共 12 个例字
JX01,嘉兴城区,皆,ɛ,2,豺 / 骇
JX01,嘉兴城区,麻,iɑ,4,亚 / 贾 / 雅 / 霞
JX01,嘉兴城区,麻,o,38,共 38 个例字
JX01,嘉兴城区,麻,ɑ,13,共 13 个例字
JY01,江阴城区澄江镇,佳,a,1,差
JY01,江阴城区澄江镇,佳,ia,3,佳 / 崖 / 涯
JY01,江阴城区澄江镇,佳,æ,18,共 18 个例字
JY01,江阴城区澄江镇,戈,u,10,共 10 个例字
JY01,江阴城区澄江镇,戈,əɯ,53,共 53 个例字
JY01,江阴城区澄江镇,模,u,66,共 66 个例字
JY01,江阴城区澄江镇,模,əɯ,53,共 53 个例字
JY01,江阴城区澄江镇,歌,a,7,共 7 个例字
JY01,江阴城区澄江镇,歌,o,1,可
JY01,江阴城区澄江镇,歌,ɒ,1,萝
JY01,江阴城区澄江镇,歌,əɯ,27,共 27 个例字
JY01,江阴城区澄江镇,皆,a,5,共 5 个例字
JY01,江阴城区澄江镇,皆,ia,3,介 / 界 / 芥
JY01,江阴城区澄江镇,皆,æ,12,共 12 个例字
JY01,江阴城区澄江镇,麻,a,19,共 19 个例字
JY01,江阴城区澄江镇,麻,ia,8,共 8 个例字
JY01,江阴城区澄江镇,麻,o,44,共 44 个例字
KQ01,柯桥城关,佳,a,22,共 22 个例字
KQ01,柯桥城关,佳,e,2,懈 / 隘
KQ01,柯桥城关,佳,ia,2,崖 / 涯
KQ01,柯桥城关,佳,o,2,佳 / 稗
KQ01,柯桥城关,戈,a,1,破
KQ01,柯桥城关,戈,io,1,唆
KQ01,柯桥城关,戈,o,53,共 53 个例字
KQ01,柯桥城关,戈,u,10,共 10 个例字
KQ01,柯桥城关,模,o,5,共 5 个例字
KQ01,柯桥城关,模,u,119,共 119 个例字
KQ01,柯桥城关,模,y,2,吾 / 梧
KQ01,柯桥城关,模,ɒ,1,姥
KQ01,柯桥城关,歌,a,6,共 6 个例字
KQ01,柯桥城关,歌,o,35,共 35 个例字
KQ01,柯桥城关,歌,u,4,何 / 河 / 荷 / 贺
KQ01,柯桥城关,皆,a,18,共 18 个例字
KQ01,柯桥城关,皆,ia,3,械 / 皆 / 谐
KQ01,柯桥城关,麻,a,8,共 8 个例字
KQ01,柯桥城关,麻,ia,2,枷 / 袈
KQ01,柯桥城关,麻,io,1,雅
KQ01,柯桥城关,麻,o,62,共 62 个例字
KS01,昆山市区玉山镇,佳,a,23,共 23 个例字
KS01,昆山市区玉山镇,佳,o,2,晒 / 罢
KS01,昆山市区玉山镇,戈,o,4,摩 / 磨 / 莎 / 魔
KS01,昆山市区玉山镇,戈,u,8,共 8 个例字
KS01,昆山市区玉山镇,戈,ua,1,瘸
KS01,昆山市区玉山镇,戈,əu,39,共 39 个例字
KS01,昆山市区玉山镇,模,n,1,五
KS01,昆山市区玉山镇,模,o,9,共 9 个例字
KS01,昆山市区玉山镇,模,u,16,共 16 个例字
KS01,昆山市区玉山镇,模,əu,87,共 87 个例字
KS01,昆山市区玉山镇,歌,a,1,他
KS01,昆山市区玉山镇,歌,u,1,阿
KS01,昆山市区玉山镇,歌,əu,30,共 30 个例字
KS01,昆山市区玉山镇,皆,a,10,共 10 个例字
KS01,昆山市区玉山镇,皆,ia,3,介 / 皆 / 谐
KS01,昆山市区玉山镇,皆,ɛ,3,埋 / 械 / 骇
KS01,昆山市区玉山镇,麻,a,13,共 13 个例字
KS01,昆山市区玉山镇,麻,ia,4,亚 / 贾 / 雅 / 霞
KS01,昆山市区玉山镇,麻,o,41,共 41 个例字
LA01,临安城区,佳,a,22,共 22 个例字
LA01,临安城区,佳,ia,3,佳 / 崖 / 涯
LA01,临安城区,佳,o,2,晒 / 稗
LA01,临安城区,戈,o,41,共 41 个例字
LA01,临安城区,戈,u,7,共 7 个例字
LA01,临安城区,模,o,10,共 10 个例字
LA01,临安城区,模,u,101,共 101 个例字
LA01,临安城区,歌,a,4,他 / 哪 / 大 / 拖
LA01,临安城区,歌,o,26,共 26 个例字
LA01,临安城区,皆,a,15,共 15 个例字
LA01,临安城区,皆,ia,3,届 / 械 / 皆
LA01,临安城区,麻,a,12,共 12 个例字
LA01,临安城区,麻,ia,6,共 6 个例字
LA01,临安城区,麻,o,46,共 46 个例字
LP01,临平五杭,佳,a,17,共 17 个例字
LP01,临平五杭,佳,ia,3,佳 / 崖 / 涯
LP01,临平五杭,佳,o,1,罢
LP01,临平五杭,佳,uo,2,晒 / 钗
LP01,临平五杭,佳,ɛ,1,奶
LP01,临平五杭,戈,oŋ,1,糯
LP01,临平五杭,戈,u,42,共 42 个例字
LP01,临平五杭,戈,uo,1,朵
LP01,临平五杭,戈,y,1,薄
LP01,临平五杭,模,u,106,共 106 个例字
LP01,临平五杭,歌,a,2,大 / 拖
LP01,临平五杭,歌,u,28,共 28 个例字
LP01,临平五杭,歌,uo,1,哪
LP01,临平五杭,皆,a,16,共 16 个例字
LP01,临平五杭,皆,ia,2,届 / 皆
LP01,临平五杭,麻,a,15,共 15 个例字
LP01,临平五杭,麻,ia,5,共 5 个例字
LP01,临平五杭,麻,o,18,共 18 个例字
LP01,临平五杭,麻,uo,22,共 22 个例字
LT01,练塘,佳,a,18,共 18 个例字
LT01,练塘,佳,ia,2,佳 / 涯
LT01,练塘,佳,o,1,钗
LT01,练塘,戈,o,1,朵
LT01,练塘,戈,u,35,共 35 个例字
LT01,练塘,模,o,1,错
LT01,练塘,模,u,89,共 89 个例字
LT01,练塘,歌,a,2,他 / 大
LT01,练塘,歌,u,21,共 21 个例字
LT01,练塘,歌,ɔ,1,可
LT01,练塘,皆,a,10,共 10 个例字
LT01,练塘,皆,ia,2,皆 / 阶
LT01,练塘,麻,a,15,共 15 个例字
LT01,练塘,麻,ia,6,共 6 个例字
LT01,练塘,麻,o,28,共 28 个例字
LY01,溧阳,佳,io,1,崖
LY01,溧阳,佳,o,1,罢
LY01,溧阳,佳,ᴀ,18,共 18 个例字
LY01,溧阳,戈,ʌɯ,32,共 32 个例字
LY01,溧阳,模,u,42,共 42 个例字
LY01,溧阳,模,ŋ,1,五
LY01,溧阳,模,ʌɯ,2,墓 / 模
LY01,溧阳,歌,o,1,大
LY01,溧阳,歌,ɔ,1,那
LY01,溧阳,歌,ʌɯ,18,共 18 个例字
LY01,溧阳,歌,ᴀ,2,他 / 大
LY01,溧阳,皆,ie,4,界 / 皆 / 谐 / 阶
LY01,溧阳,皆,ᴀ,8,共 8 个例字
LY01,溧阳,麻,ie,1,假
LY01,溧阳,麻,io,5,共 5 个例字
LY01,溧阳,麻,iɑ,1,贾
LY01,溧阳,麻,o,25,共 25 个例字
MH01,闵行,佳,a,20,共 20 个例字
MH01,闵行,佳,o,1,晒
MH01,闵行,戈,o,3,摩 / 磨 / 魔
MH01,闵行,戈,u,36,共 36 个例字
MH01,闵行,模,o,4,募 / 慕 / 模 / 错
MH01,闵行,模,u,96,共 96 个例字
MH01,闵行,歌,u,24,共 24 个例字
MH01,闵行,歌,ŋ,1,我
MH01,闵行,歌,ɤ,1,个
MH01,闵行,皆,a,10,共 10 个例字
MH01,闵行,皆,ia,1,介
MH01,闵行,麻,a,13,共 13 个例字
MH01,闵行,麻,ia,7,共 7 个例字
MH01,闵行,麻,o,25,共 25 个例字
MH01,闵行,麻,ɑ,1,爸
MH01,闵行,麻,ɔ,2,下 / 夏
MH01,闵行,麻,ɛ,2,拿 / 爬
NB01,宁波市区,佳,a,18,共 18 个例字
NB01,宁波市区,佳,ia,1,佳
NB01,宁波市区,佳,o,1,钗
NB01,宁波市区,戈,o,3,朵 / 蓑 / 躲
NB01,宁波市区,戈,u,3,和 / 唾 / 莴
NB01,宁波市区,戈,ø,1,婆
NB01,宁波市区,戈,əu,39,共 39 个例字
NB01,宁波市区,模,u,87,共 87 个例字
NB01,宁波市区,模,əu,4,做 / 墓 / 模 / 错
NB01,宁波市区,歌,a,4,哪 / 大 / 拖 / 那
NB01,宁波市区,歌,o,5,共 5 个例字
NB01,宁波市区,歌,əu,25,共 25 个例字
NB01,宁波市区,皆,a,17,共 17 个例字
NB01,宁波市区,皆,ie,3,械 / 皆 / 谐
NB01,宁波市区,麻,a,5,共 5 个例字
NB01,宁波市区,麻,ia,4,亚 / 雅 / 霞 / 鸦
NB01,宁波市区,麻,o,45,共 45 个例字
NB01,宁波市区,麻,uo,1,虾
NB01,宁波市区,麻,yo,7,共 7 个例字
NH01,南汇惠南镇,佳,a,18,共 18 个例字
NH01,南汇惠南镇,佳,ia,2,佳 / 涯
NH01,南汇惠南镇,佳,o,1,晒
NH01,南汇惠南镇,佳,ɛ,1,懈
NH01,南汇惠南镇,戈,u,43,共 43 个例字
NH01,南汇惠南镇,模,o,1,错
NH01,南汇惠南镇,模,u,99,共 99 个例字
NH01,南汇惠南镇,歌,a,4,他 / 哪 / 大 / 那
NH01,南汇惠南镇,歌,o,1,可
NH01,南汇惠南镇,歌,u,24,共 24 个例字
NH01,南汇惠南镇,歌,ɔ,2,萝 / 鹅
NH01,南汇惠南镇,皆,a,9,共 9 个例字
NH01,南汇惠南镇,皆,ia,4,介 / 皆 / 芥 / 阶
NH01,南汇惠南镇,皆,ɛ,5,共 5 个例字
NH01,南汇惠南镇,麻,a,22,共 22 个例字
NH01,南汇惠南镇,麻,ia,4,亚 / 瑕 / 遐 / 霞
NH01,南汇惠南镇,麻,o,29,共 29 个例字
NH01,南汇惠南镇,麻,ɔ,3,下 / 哑 / 夏
NT01,南通金沙镇,佳,æ,15,共 15 个例字
NT01,南通金沙镇,佳,ɑ,4,买 / 卖 / 奶 / 晒
NT01,南通金沙镇,戈,iɑʔ,1,瘸
NT01,南通金沙镇,戈,ɤɯ,33,共 33 个例字
NT01,南通金沙镇,模,u,50,共 50 个例字
NT01,南通金沙镇,模,ɤɯ,5,共 5 个例字
NT01,南通金沙镇,歌,ɑ,5,共 5 个例字
NT01,南通金沙镇,歌,ɤɯ,18,共 18 个例字
NT01,南通金沙镇,皆,æ,9,共 9 个例字
NT01,南通金沙镇,麻,iɑ,9,共 9 个例字
NT01,南通金沙镇,麻,o,11,共 11 个例字
NT01,南通金沙镇,麻,u,5,共 5 个例字
NT01,南通金沙镇,麻,uo,19,共 19 个例字
NT01,南通金沙镇,麻,ɑ,1,拿
PB01,彭埠镇,佳,a,14,共 14 个例字
PB01,彭埠镇,佳,ia,3,佳 / 崖 / 涯
PB01,彭埠镇,佳,o,2,差 / 钗
PB01,彭埠镇,戈,a,1,破
PB01,彭埠镇,戈,o,38,共 38 个例字
PB01,彭埠镇,戈,u,9,共 9 个例字
PB01,彭埠镇,戈,ø,1,砣
PB01,彭埠镇,模,o,5,共 5 个例字
PB01,彭埠镇,模,u,96,共 96 个例字
PB01,彭埠镇,歌,o,26,共 26 个例字
PB01,彭埠镇,皆,a,9,共 9 个例字
PB01,彭埠镇,麻,a,3,妈 / 芭 / 诈
PB01,彭埠镇,麻,ia,7,共 7 个例字
PB01,彭埠镇,麻,o,39,共 39 个例字
PH01,平湖城关,佳,a,22,共 22 个例字
PH01,平湖城关,戈,o,3,摩 / 磨 / 魔
PH01,平湖城关,戈,u,45,共 45 个例字
PH01,平湖城关,模,o,5,共 5 个例字
PH01,平湖城关,模,u,93,共 93 个例字
PH01,平湖城关,歌,a,2,他 / 大
PH01,平湖城关,歌,u,23,共 23 个例字
PH01,平湖城关,皆,a,13,共 13 个例字
PH01,平湖城关,麻,a,18,共 18 个例字
PH01,平湖城关,麻,ia,1,虾
PH01,平湖城关,麻,o,37,共 37 个例字
QD01,启东吕四,佳,a,18,共 18 个例字
QD01,启东吕四,佳,ia,3,佳 / 崖 / 涯
QD01,启东吕四,佳,yo,2,晒 / 钗
QD01,启东吕四,佳,ɛ,2,派 / 隘
QD01,启东吕四,戈,ɤ,55,共 55 个例字
QD01,启东吕四,模,u,97,共 97 个例字
QD01,启东吕四,模,ɤ,12,共 12 个例字
QD01,启东吕四,歌,a,3,他 / 哪 / 大
QD01,启东吕四,歌,ɤ,28,共 28 个例字
QD01,启东吕四,皆,a,10,共 10 个例字
QD01,启东吕四,皆,ia,4,介 / 界 / 皆 / 阶
QD01,启东吕四,皆,ɛ,3,楷 / 豺 / 骇
QD01,启东吕四,麻,a,4,妈 / 家 / 拿 / 爸
QD01,启东吕四,麻,ia,10,共 10 个例字
QD01,启东吕四,麻,o,11,共 11 个例字
QD01,启东吕四,麻,yo,23,共 23 个例字
QD01,启东吕四,麻,ɤ,18,共 18 个例字
QP01,青浦商榻,佳,iɒ,3,佳 / 崖 / 涯
QP01,青浦商榻,佳,ɒ,18,共 18 个例字
QP01,青浦商榻,佳,ʊ,2,晒 / 钗
QP01,青浦商榻,戈,u,16,共 16 个例字
QP01,青浦商榻,戈,əu,27,共 27 个例字
QP01,青浦商榻,戈,ʊ,6,共 6 个例字
QP01,青浦商榻,模,iøʔ,1,赂
QP01,青浦商榻,模,u,39,共 39 个例字
QP01,青浦商榻,模,əu,64,共 64 个例字
QP01,青浦商榻,模,ʊ,5,共 5 个例字
QP01,青浦商榻,歌,iəu,1,个
QP01,青浦商榻,歌,u,4,何 / 河 / 荷 / 贺
QP01,青浦商榻,歌,ɐ,1,萝
QP01,青浦商榻,歌,ɒ,8,共 8 个例字
QP01,青浦商榻,歌,əu,24,共 24 个例字
QP01,青浦商榻,歌,ʊ,2,挪 / 阿
QP01,青浦商榻,皆,iɒ,3,介 / 届 / 皆
QP01,青浦商榻,皆,ɒ,13,共 13 个例字
QP01,青浦商榻,皆,ɛ,2,械 / 豺
QP01,青浦商榻,麻,iɒ,9,共 9 个例字
QP01,青浦商榻,麻,ɒ,17,共 17 个例字
QP01,青浦商榻,麻,ʊ,43,共 43 个例字
SH01,上海市区,佳,iᴀ,3,佳 / 崖 / 涯
SH01,上海市区,佳,o,2,晒 / 钗
SH01,上海市区,佳,ᴀ,20,共 20 个例字
SH01,上海市区,佳,ᴇ,1,隘
SH01,上海市区,戈,o,4,摩 / 磨 / 蘑 / 魔
SH01,上海市区,戈,u,64,共 64 个例字
SH01,上海市区,模,o,6,共 6 个例字
SH01,上海市区,模,u,122,共 122 个例字
SH01,上海市区,模,ɔ,1,姥
SH01,上海市区,歌,i,1,左
SH01,上海市区,歌,o,4,哪 / 娑 / 挪 / 搓
SH01,上海市区,歌,u,34,共 34 个例字
SH01,上海市区,歌,ᴀ,5,共 5 个例字
SH01,上海市区,皆,iᴇ,1,械
SH01,上海市区,皆,ᴀ,18,共 18 个例字
SH01,上海市区,皆,ᴇ,4,挨 / 斋 / 豺 / 骇
SH01,上海市区,麻,iᴀ,7,共 7 个例字
SH01,上海市区,麻,o,48,共 48 个例字
SH01,上海市区,麻,ᴀ,22,共 22 个例字
SJ01,松江镇,佳,e,1,崖
SJ01,松江镇,佳,iɑ,3,佳 / 崖 / 涯
SJ01,松江镇,佳,o,2,晒 / 钗
SJ01,松江镇,佳,ɑ,21,共 21 个例字
SJ01,松江镇,戈,o,6,共 6 个例字
SJ01,松江镇,戈,u,59,共 59 个例字
SJ01,松江镇,模,o,8,共 8 个例字
SJ01,松江镇,模,u,119,共 119 个例字
SJ01,松江镇,模,ɔ,2,姥 / 暮
SJ01,松江镇,歌,o,3,哪 / 挪 / 搓
SJ01,松江镇,歌,u,32,共 32 个例字
SJ01,松江镇,歌,ɑ,7,共 7 个例字
SJ01,松江镇,歌,ɔ,2,可 / 萝
SJ01,松江镇,皆,iɑ,2,皆 / 阶
SJ01,松江镇,皆,iɛ,4,偕 / 械 / 谐 / 骇
SJ01,松江镇,皆,ɑ,17,共 17 个例字
SJ01,松江镇,皆,ɛ,1,拜
SJ01,松江镇,麻,iɑ,13,共 13 个例字
SJ01,松江镇,麻,o,46,共 46 个例字
SJ01,松江镇,麻,u,1,贾
SJ01,松江镇,麻,ɑ,33,共 33 个例字
SJ01,松江镇,麻,ɔ,3,下 / 厦 / 夏
SJ02,泗泾,佳,iɑ,2,佳 / 涯
SJ02,泗泾,佳,o,3,晒 / 罢 / 钗
SJ02,泗泾,佳,ɑ,17,共 17 个例字
SJ02,泗泾,戈,u,27,共 27 个例字
SJ02,泗泾,戈,əu,9,共 9 个例字
SJ02,泗泾,模,o,6,共 6 个例字
SJ02,泗泾,模,u,70,共 70 个例字
SJ02,泗泾,模,əu,14,共 14 个例字
SJ02,泗泾,歌,i,1,左
SJ02,泗泾,歌,u,14,共 14 个例字
SJ02,泗泾,歌,ɑ,2,他 / 大
SJ02,泗泾,歌,əu,8,共 8 个例字
SJ02,泗泾,皆,ɑ,12,共 12 个例字
SJ02,泗泾,麻,iɑ,7,共 7 个例字
SJ02,泗泾,麻,o,28,共 28 个例字
SJ02,泗泾,麻,ɑ,14,共 14 个例字
SL01,三林,佳,iᴀ,2,佳 / 涯
SL01,三林,佳,o,2,差 / 钗
SL01,三林,佳,ᴀ,18,共 18 个例字
SL01,三林,戈,u,36,共 36 个例字
SL01,三林,模,o,1,错
SL01,三林,模,u,89,共 89 个例字
SL01,三林,歌,o,1,可
SL01,三林,歌,u,20,共 20 个例字
SL01,三林,歌,ɤ,1,哥
SL01,三林,歌,ᴀ,2,他 / 大
SL01,三林,皆,e,1,豺
SL01,三林,皆,iᴀ,2,皆 / 阶
SL01,三林,皆,ᴀ,9,共 9 个例字
SL01,三林,麻,iɔ,8,共 8 个例字
SL01,三林,麻,iᴀ,5,共 5 个例字
SL01,三林,麻,o,18,共 18 个例字
SL01,三林,麻,ɔ,2,下 / 夏
SL01,三林,麻,ᴀ,16,共 16 个例字
SX01,绍兴城区东头埭,佳,a,21,共 21 个例字
SX01,绍兴城区东头埭,佳,ia,2,崖 / 涯
SX01,绍兴城区东头埭,佳,ieʔ,1,隘
SX01,绍兴城区东头埭,佳,io,1,佳
SX01,绍兴城区东头埭,佳,o,3,稗 / 罢 / 钗
SX01,绍兴城区东头埭,戈,a,1,破
SX01,绍兴城区东头埭,戈,o,60,共 60 个例字
SX01,绍兴城区东头埭,戈,u,10,共 10 个例字
SX01,绍兴城区东头埭,模,o,12,共 12 个例字
SX01,绍兴城区东头埭,模,u,127,共 127 个例字
SX01,绍兴城区东头埭,模,ɒ,1,姥
SX01,绍兴城区东头埭,歌,a,5,共 5 个例字
SX01,绍兴城区东头埭,歌,ia,1,左
SX01,绍兴城区东头埭,歌,o,36,共 36 个例字
SX01,绍兴城区东头埭,歌,u,1,荷
SX01,绍兴城区东头埭,皆,a,17,共 17 个例字
SX01,绍兴城区东头埭,皆,ia,3,届 / 械 / 皆
SX01,绍兴城区东头埭,皆,iia,1,谐
SX01,绍兴城区东头埭,麻,a,6,共 6 个例字
SX01,绍兴城区东头埭,麻,io,3,暇 / 瑕 / 遐
SX01,绍兴城区东头埭,麻,o,65,共 65 个例字
SY02,上虞百官镇,佳,iɐ,3,佳 / 崖 / 涯
SY02,上虞百官镇,佳,o,1,钗
SY02,上虞百官镇,佳,ɐ,22,共 22 个例字
SY02,上虞百官镇,佳,ᴇ,1,隘
SY02,上虞百官镇,戈,o,47,共 47 个例字
SY02,上虞百官镇,戈,u,7,共 7 个例字
SY02,上虞百官镇,戈,uo,2,倭 / 窝
SY02,上虞百官镇,戈,ɐ,2,破 / 莎
SY02,上虞百官镇,模,o,1,错
SY02,上虞百官镇,模,u,99,共 99 个例字
SY02,上虞百官镇,模,y,10,共 10 个例字
SY02,上虞百官镇,歌,iɐ,1,左
SY02,上虞百官镇,歌,o,27,共 27 个例字
SY02,上虞百官镇,歌,ɐ,6,共 6 个例字
SY02,上虞百官镇,皆,iɐ,6,共 6 个例字
SY02,上虞百官镇,皆,ɐ,9,共 9 个例字
SY02,上虞百官镇,皆,ᴇ,1,骇
SY02,上虞百官镇,麻,iɐ,2,亚 / 驾
SY02,上虞百官镇,麻,o,51,共 51 个例字
SY02,上虞百官镇,麻,ɐ,5,共 5 个例字
SZ01,苏州城区,佳,iɑ,3,佳 / 崖 / 涯
SZ01,苏州城区,佳,o,3,晒 / 罢 / 钗
SZ01,苏州城区,佳,ɑ,20,共 20 个例字
SZ01,苏州城区,佳,ɪ,1,懈
SZ01,苏州城区,戈,o,5,共 5 个例字
SZ01,苏州城区,戈,v,10,共 10 个例字
SZ01,苏州城区,戈,əu,47,共 47 个例字
SZ01,苏州城区,模,o,7,共 7 个例字
SZ01,苏州城区,模,v,19,共 19 个例字
SZ01,苏州城区,模,əu,90,共 90 个例字
SZ01,苏州城区,歌,i,1,左
SZ01,苏州城区,歌,o,1,哪
SZ01,苏州城区,歌,ɑ,7,共 7 个例字
SZ01,苏州城区,歌,əu,31,共 31 个例字
SZ01,苏州城区,皆,iɑ,2,偕 / 皆
SZ01,苏州城区,皆,uᴇ,1,挨
SZ01,苏州城区,皆,ɑ,14,共 14 个例字
SZ01,苏州城区,皆,ɪ,3,偕 / 械 / 谐
SZ01,苏州城区,皆,ᴇ,3,埋 / 豺 / 骇
SZ01,苏州城区,麻,io,5,共 5 个例字
SZ01,苏州城区,麻,iɑ,8,共 8 个例字
SZ01,苏州城区,麻,o,47,共 47 个例字
SZ01,苏州城区,麻,ɑ,21,共 21 个例字
SZ02,嵊州长乐,佳,a,20,共 20 个例字
SZ02,嵊州长乐,佳,i,1,筛
SZ02,嵊州长乐,佳,ia,1,街
SZ02,嵊州长乐,佳,iɔ,1,佳
SZ02,嵊州长乐,佳,ᴇ,1,隘
SZ02,嵊州长乐,戈,a,1,破
SZ02,嵊州长乐,戈,o,46,共 46 个例字
SZ02,嵊州长乐,戈,ɔ,9,共 9 个例字
SZ02,嵊州长乐,模,o,10,共 10 个例字
SZ02,嵊州长乐,模,u,104,共 104 个例字
SZ02,嵊州长乐,歌,a,7,共 7 个例字
SZ02,嵊州长乐,歌,o,33,共 33 个例字
SZ02,嵊州长乐,歌,ɔ,1,娑
SZ02,嵊州长乐,皆,a,14,共 14 个例字
SZ02,嵊州长乐,皆,ia,2,届 / 械
SZ02,嵊州长乐,皆,iᴇ,1,皆
SZ02,嵊州长乐,麻,a,6,共 6 个例字
SZ02,嵊州长乐,麻,iɔ,3,亚 / 雅 / 霞
SZ02,嵊州长乐,麻,ɔ,51,共 51 个例字
SZ03,嵊州崇仁镇,佳,a,23,共 23 个例字
