onset_class,slot,rhyme_group,slot_initial,rank_within_onset_slot,mainlayer_value,vowel_components,is_diphthong,plot_x_front_to_back,plot_y_close_to_open,coordinate_status,point_count,share_within_onset_slot,point_list
P,S1,麻,*a,2,uo,u+o,True,3.0,0.5,placed,3,0.036585365853658534,FY02 富阳东梓关、TL01 桐庐镇、YQ01 於潜
P,S1,麻,*a,3,ɷ,ɷ,False,3.0,0.5,placed,2,0.024390243902439025,AJ01 安吉安城、HZ02 湖州市区
P,S1,麻,*a,4,u,u,False,3.0,0.0,placed,2,0.024390243902439025,CS02 常熟虞山镇、WX01 无锡城区
P,S1,麻,*a,5,ɑ,ɑ,False,3.0,3.0,placed,2,0.024390243902439025,DB01 郎溪梅渚镇定埠、DY01 丹阳
P,S1,麻,*a,6,ɔ,ɔ,False,3.0,2.0,placed,2,0.024390243902439025,DQ01 德清乾元、SZ02 嵊州长乐
P,S1,麻,*a,7,ɤ,ɤ,False,3.0,1.0,placed,2,0.024390243902439025,QD01 启东吕四、SZ03 嵊州崇仁镇
P,S1,麻,*a,8,ʊ,ʊ,False,2.7,0.45,placed,2,0.024390243902439025,QP01 青浦商榻、ZJ02 诸暨璜山镇
P,S1,麻,*a,9,ᴀ,ᴀ,False,2.03,3.0,placed,1,0.012195121951219513,GQ01 高桥
P,S1,麻,*a,10,a,a,False,1.05,3.0,placed,1,0.012195121951219513,HZ01 杭州城区
P,S1,麻,*a,11,o̞,o̞,False,3.0,1.35,placed,1,0.012195121951219513,XC01 新昌城关
P,S2,歌戈,*ɑ,1,u,u,False,3.0,0.0,placed,48,0.5853658536585366,AJ01 安吉安城、BS01 宝山、BZ01 堡镇、CM01 崇明城桥、CS01 川沙浦东、CS02 常熟虞山镇、CX02 长兴、DQ01 德清乾元、FC01 奉城、FJ01 枫泾镇、FX01 奉贤、FY01 富阳城关、FY02 富阳东梓关、GQ01 高桥、HM01 海门镇沙地话、HN01 海宁硖石、HY01 海盐县城、HZ02 湖州市区、JD01 嘉定城厢、JJ01 靖江城区、JS01 嘉善魏塘镇、JS02 金山朱泾、JW01 江湾、JX01 嘉兴城区、JY01 江阴城区澄江镇、KS01 昆山市区玉山镇、LP01 临平五杭、LT01 练塘、MH01 闵行、NH01 南汇惠南镇、PH01 平湖城关、QP01 青浦商榻、SH01 上海市区、SJ01 松江镇、SJ02 泗泾、SL01 三林、TC01 太仓沙溪、TC02 太仓城厢、TL01 桐庐镇、TX01 桐乡城区、WJ01 吴江市松陵、WJ02 吴江芦墟、WX02 吴县光福镇、XD01 新登下港、XZ01 莘庄、YQ01 於潜、ZP01 周浦、ZR01 真如
P,S2,歌戈,*ɑ,2,o,o,False,3.0,1.0,placed,11,0.13414634146341464,HZ01 杭州城区、KQ01 柯桥、LA01 临安城区、PB01 彭埠镇、SX01 绍兴城区东头埭、SY02 上虞百官镇、SZ02 嵊州长乐、XC01 新昌城关、XH02 萧山城厢、XS01 象山丹城、XS03 萧山南阳镇
P,S2,歌戈,*ɑ,3,əu,ə+u,True,2.35,0.75,placed,4,0.04878048780487805,FH01 奉化西坞、JT01 金坛、NB01 宁波市区、YX02 鄞县中区
P,S2,歌戈,*ɑ,4,au,a+u,True,2.025,1.5,placed,3,0.036585365853658534,BL01 北仑、YX01 宜兴、ZS01 舟山定海
P,S2,歌戈,*ɑ,5,ou,o+u,True,3.0,0.5,placed,3,0.036585365853658534,CX01 慈溪逍林、YY01 余姚城关、ZJ03 诸暨直埠镇
P,S2,歌戈,*ɑ,6,ɤɯ,ɤ+ɯ,True,3.0,0.5,placed,3,0.036585365853658534,CZ01 常州、NT01 南通金沙镇、ZJ02 诸暨璜山镇
P,S2,歌戈,*ɑ,7,ɤ,ɤ,False,3.0,1.0,placed,3,0.036585365853658534,HM02 海门四甲、QD01 启东吕四、SZ03 嵊州崇仁镇
P,S2,歌戈,*ɑ,8,ɷ,ɷ,False,3.0,0.5,placed,1,0.012195121951219513,DB01 郎溪梅渚镇定埠
P,S2,歌戈,*ɑ,9,ɐu,ɐ+u,True,2.46,1.25,placed,1,0.012195121951219513,DS01 岱山岱西镇
P,S2,歌戈,*ɑ,10,ə,ə,False,1.7,1.5,placed,1,0.012195121951219513,DY01 丹阳
P,S2,歌戈,*ɑ,11,ʌɯ,ʌ+ɯ,True,3.0,1.0,placed,1,0.012195121951219513,LY01 溧阳
P,S2,歌戈,*ɑ,12,v,,False,,,needs_confirmation,1,0.012195121951219513,SZ01 苏州城区
P,S2,歌戈,*ɑ,13,əɯ,ə+ɯ,True,2.35,0.75,placed,1,0.012195121951219513,WX01 无锡城区
P,S2,歌戈,*ɑ,14,ɔi,ɔ+i,True,1.5,1.0,placed,1,0.012195121951219513,ZJ01 诸暨城关
P,S3,模,*u,1,u,u,False,3.0,0.0,placed,79,0.9634146341463414,AJ01 安吉安城、BL01 北仑、BS01 宝山、BZ01 堡镇、CM01 崇明城桥、CS01 川沙浦东、CS02 常熟虞山镇、CX01 慈溪逍林、CX02 长兴、CZ01 常州、DB01 郎溪梅渚镇定埠、DQ01 德清乾元、DS01 岱山岱西镇、DY01 丹阳、FC01 奉城、FH01 奉化西坞、FJ01 枫泾镇、FX01 奉贤、FY01 富阳城关、FY02 富阳东梓关、GQ01 高桥、HM01 海门镇沙地话、HN01 海宁硖石、HY01 海盐县城、HZ01 杭州城区、HZ02 湖州市区、JD01 嘉定城厢、JJ01 靖江城区、JS01 嘉善魏塘镇、JS02 金山朱泾、JT01 金坛、JW01 江湾、JX01 嘉兴城区、JY01 江阴城区澄江镇、KQ01 柯桥、KS01 昆山市区玉山镇、LA01 临安城区、LP01 临平五杭、LT01 练塘、LY01 溧阳、MH01 闵行、NB01 宁波市区、NH01 南汇惠南镇、NT01 南通金沙镇、PB01 彭埠镇、PH01 平湖城关、QD01 启东吕四、QP01 青浦商榻、SH01 上海市区、SJ01 松江镇、SJ02 泗泾、SL01 三林、SX01 绍兴城区东头埭、SY02 上虞百官镇、SZ02 嵊州长乐、SZ03 嵊州崇仁镇、TC01 太仓沙溪、TC02 太仓城厢、TL01 桐庐镇、TX01 桐乡城区、WJ01 吴江市松陵、WJ02 吴江芦墟、WX02 吴县光福镇、XC01 新昌城关、XD01 新登下港、XH02 萧山城厢、XS01 象山丹城、XS03 萧山南阳镇、XZ01 莘庄、YQ01 於潜、YX01 宜兴、YX02 鄞县中区、YY01 余姚城关、ZJ01 诸暨城关、ZJ02 诸暨璜山镇、ZJ03 诸暨直埠镇、ZP01 周浦、ZR01 真如、ZS01 舟山定海
P,S3,模,*u,2,ɯ,ɯ,False,3.0,0.0,placed,1,0.012195121951219513,HM02 海门四甲
P,S3,模,*u,3,v,,False,,,needs_confirmation,1,0.012195121951219513,SZ01 苏州城区
P,S3,模,*u,4,əɯ,ə+ɯ,True,2.35,0.75,placed,1,0.012195121951219513,WX01 无锡城区
TS,S0,佳皆,*ai,1,a,a,False,1.05,3.0,placed,45,0.5487804878048781,AJ01 安吉安城、BL01 北仑、CX01 慈溪逍林、CX02 长兴、CZ01 常州、DQ01 德清乾元、DS01 岱山岱西镇、FH01 奉化西坞、FY01 富阳城关、HN01 海宁硖石、HZ02 湖州市区、JS01 嘉善魏塘镇、JT01 金坛、KQ01 柯桥、KS01 昆山市区玉山镇、LA01 临安城区、LP01 临平五杭、LT01 练塘、MH01 闵行、NB01 宁波市区、NH01 南汇惠南镇、PB01 彭埠镇、PH01 平湖城关、QD01 启东吕四、SX01 绍兴城区东头埭、SZ02 嵊州长乐、SZ03 嵊州崇仁镇、TC01 太仓沙溪、TC02 太仓城厢、TL01 桐庐镇、TX01 桐乡城区、WX01 无锡城区、WX02 吴县光福镇、XC01 新昌城关、XH02 萧山城厢、XS01 象山丹城、XS03 萧山南阳镇、YQ01 於潜、YX01 宜兴、YX02 鄞县中区、YY01 余姚城关、ZJ01 诸暨城关、ZJ02 诸暨璜山镇、ZJ03 诸暨直埠镇、ZS01 舟山定海
TS,S0,佳皆,*ai,2,ᴀ,ᴀ,False,2.03,3.0,placed,13,0.15853658536585366,BS01 宝山、CS01 川沙浦东、CS02 常熟虞山镇、FJ01 枫泾镇、GQ01 高桥、JD01 嘉定城厢、JS02 金山朱泾、LY01 溧阳、SH01 上海市区、SL01 三林、XZ01 莘庄、ZP01 周浦、ZR01 真如
TS,S0,佳皆,*ai,3,ɑ,ɑ,False,3.0,3.0,placed,13,0.15853658536585366,BZ01 堡镇、CM01 崇明城桥、DY01 丹阳、FC01 奉城、FX01 奉贤、HM01 海门镇沙地话、HM02 海门四甲、HY01 海盐县城、JW01 江湾、JX01 嘉兴城区、SJ01 松江镇、SJ02 泗泾、SZ01 苏州城区
TS,S0,佳皆,*ai,4,æ,æ,False,0.88,2.5,placed,3,0.036585365853658534,JJ01 靖江城区、JY01 江阴城区澄江镇、NT01 南通金沙镇
TS,S0,佳皆,*ai,5,ia,i+a,True,0.525,1.5,placed,2,0.024390243902439025,FY02 富阳东梓关、XD01 新登下港
TS,S0,佳皆,*ai,6,ɔ,ɔ,False,3.0,2.0,placed,2,0.024390243902439025,WJ01 吴江市松陵、WJ02 吴江芦墟
TS,S0,佳皆,*ai,7,ᴇ,ᴇ,False,0.53,1.55,placed,1,0.012195121951219513,DB01 郎溪梅渚镇定埠
TS,S0,佳皆,*ai,8,ɛ,ɛ,False,0.7,2.0,placed,1,0.012195121951219513,HZ01 杭州城区
TS,S0,佳皆,*ai,9,ɒ,ɒ,False,3.0,3.0,placed,1,0.012195121951219513,QP01 青浦商榻
TS,S0,佳皆,*ai,10,ɐ,ɐ,False,1.92,2.5,placed,1,0.012195121951219513,SY02 上虞百官镇
TS,S1,麻,*a,1,o,o,False,3.0,1.0,placed,59,0.7195121951219512,BL01 北仑、BS01 宝山、BZ01 堡镇、CM01 崇明城桥、CX01 慈溪逍林、CX02 长兴、CZ01 常州、DS01 岱山岱西镇、FC01 奉城、FH01 奉化西坞、FJ01 枫泾镇、FX01 奉贤、FY01 富阳城关、GQ01 高桥、HM01 海门镇沙地话、HN01 海宁硖石、HY01 海盐县城、JD01 嘉定城厢、JJ01 靖江城区、JS01 嘉善魏塘镇、JS02 金山朱泾、JT01 金坛、JW01 江湾、JX01 嘉兴城区、JY01 江阴城区澄江镇、KQ01 柯桥、KS01 昆山市区玉山镇、LA01 临安城区、LT01 练塘、LY01 溧阳、MH01 闵行、NB01 宁波市区、NH01 南汇惠南镇、NT01 南通金沙镇、PB01 彭埠镇、PH01 平湖城关、SH01 上海市区、SJ01 松江镇、SJ02 泗泾、SX01 绍兴城区东头埭、SY02 上虞百官镇、SZ01 苏州城区、TC01 太仓沙溪、TC02 太仓城厢、TX01 桐乡城区、WJ01 吴江市松陵、WJ02 吴江芦墟、WX02 吴县光福镇、XH02 萧山城厢、XS01 象山丹城、XS03 萧山南阳镇、XZ01 莘庄、YX01 宜兴、YX02 鄞县中区、YY01 余姚城关、ZJ01 诸暨城关、ZJ03 诸暨直埠镇、ZR01 真如、ZS01 舟山定海
TS,S1,麻,*a,2,yo,y+o,True,1.5,0.5,placed,4,0.04878048780487805,HM02 海门四甲、QD01 启东吕四、TL01 桐庐镇、XD01 新登下港
TS,S1,麻,*a,3,iɔ,i+ɔ,True,1.5,1.0,placed,3,0.036585365853658534,CS01 川沙浦东、SL01 三林、ZP01 周浦
TS,S1,麻,*a,4,uo,u+o,True,3.0,0.5,placed,3,0.036585365853658534,FY02 富阳东梓关、LP01 临平五杭、YQ01 於潜
TS,S1,麻,*a,5,ɷ,ɷ,False,3.0,0.5,placed,2,0.024390243902439025,AJ01 安吉安城、HZ02 湖州市区
TS,S1,麻,*a,6,ɑ,ɑ,False,3.0,3.0,placed,2,0.024390243902439025,DB01 郎溪梅渚镇定埠、DY01 丹阳
TS,S1,麻,*a,7,ɔ,ɔ,False,3.0,2.0,placed,2,0.024390243902439025,DQ01 德清乾元、SZ02 嵊州长乐
TS,S1,麻,*a,8,ʊ,ʊ,False,2.7,0.45,placed,2,0.024390243902439025,QP01 青浦商榻、ZJ02 诸暨璜山镇
TS,S1,麻,*a,9,u,u,False,3.0,0.0,placed,1,0.012195121951219513,CS02 常熟虞山镇
TS,S1,麻,*a,10,a,a,False,1.05,3.0,placed,1,0.012195121951219513,HZ01 杭州城区
TS,S1,麻,*a,11,ɤ,ɤ,False,3.0,1.0,placed,1,0.012195121951219513,SZ03 嵊州崇仁镇
TS,S1,麻,*a,12,əɯ,ə+ɯ,True,2.35,0.75,placed,1,0.012195121951219513,WX01 无锡城区
TS,S1,麻,*a,13,o̞,o̞,False,3.0,1.35,placed,1,0.012195121951219513,XC01 新昌城关
TS,S2,歌戈,*ɑ,1,u,u,False,3.0,0.0,placed,34,0.4146341463414634,BS01 宝山、BZ01 堡镇、CM01 崇明城桥、CS01 川沙浦东、DQ01 德清乾元、FC01 奉城、FJ01 枫泾镇、FX01 奉贤、FY02 富阳东梓关、GQ01 高桥、HM01 海门镇沙地话、HN01 海宁硖石、HY01 海盐县城、JD01 嘉定城厢、JS01 嘉善魏塘镇、JS02 金山朱泾、JW01 江湾、JX01 嘉兴城区、LP01 临平五杭、LT01 练塘、MH01 闵行、NH01 南汇惠南镇、PH01 平湖城关、SH01 上海市区、SJ01 松江镇、SJ02 泗泾、SL01 三林、TL01 桐庐镇、TX01 桐乡城区、XD01 新登下港、XZ01 莘庄、YQ01 於潜、ZP01 周浦、ZR01 真如
TS,S2,歌戈,*ɑ,2,əu,ə+u,True,2.35,0.75,placed,14,0.17073170731707318,CX02 长兴、FH01 奉化西坞、HZ02 湖州市区、JT01 金坛、KS01 昆山市区玉山镇、NB01 宁波市区、QP01 青浦商榻、SZ01 苏州城区、TC01 太仓沙溪、TC02 太仓城厢、WJ01 吴江市松陵、WJ02 吴江芦墟、WX02 吴县光福镇、YX02 鄞县中区
TS,S2,歌戈,*ɑ,3,o,o,False,3.0,1.0,placed,10,0.12195121951219512,HZ01 杭州城区、KQ01 柯桥、LA01 临安城区、PB01 彭埠镇、SX01 绍兴城区东头埭、SY02 上虞百官镇、XC01 新昌城关、XH02 萧山城厢、XS01 象山丹城、XS03 萧山南阳镇
TS,S2,歌戈,*ɑ,4,ɷ,ɷ,False,3.0,0.5,placed,3,0.036585365853658534,AJ01 安吉安城、DB01 郎溪梅渚镇定埠、YX01 宜兴
TS,S2,歌戈,*ɑ,5,ou,o+u,True,3.0,0.5,placed,3,0.036585365853658534,CX01 慈溪逍林、YY01 余姚城关、ZJ03 诸暨直埠镇
TS,S2,歌戈,*ɑ,6,ɤɯ,ɤ+ɯ,True,3.0,0.5,placed,3,0.036585365853658534,CZ01 常州、NT01 南通金沙镇、ZJ02 诸暨璜山镇
TS,S2,歌戈,*ɑ,7,ɤ,ɤ,False,3.0,1.0,placed,3,0.036585365853658534,HM02 海门四甲、QD01 启东吕四、SZ03 嵊州崇仁镇
TS,S2,歌戈,*ɑ,8,au,a+u,True,2.025,1.5,placed,2,0.024390243902439025,BL01 北仑、ZS01 舟山定海
TS,S2,歌戈,*ɑ,9,əɯ,ə+ɯ,True,2.35,0.75,placed,2,0.024390243902439025,JY01 江阴城区澄江镇、WX01 无锡城区
TS,S2,歌戈,*ɑ,10,ʌɤ,ʌ+ɤ,True,3.0,1.5,placed,1,0.012195121951219513,JJ01 靖江城区
TS,S2,歌戈,*ɑ,11,ɔ,ɔ,False,3.0,2.0,placed,1,0.012195121951219513,SZ02 嵊州长乐
TS,S2,歌戈,*ɑ,12,ʌɯ,ʌ+ɯ,True,3.0,1.0,placed,1,0.012195121951219513,LY01 溧阳
TS,S2,歌戈,*ɑ,13,ə,ə,False,1.7,1.5,placed,1,0.012195121951219513,DY01 丹阳
TS,S2,歌戈,*ɑ,14,ʊ,ʊ,False,2.7,0.45,placed,1,0.012195121951219513,FY01 富阳城关
TS,S2,歌戈,*ɑ,15,ɐu,ɐ+u,True,2.46,1.25,placed,1,0.012195121951219513,DS01 岱山岱西镇
TS,S2,歌戈,*ɑ,16,ɯ,ɯ,False,3.0,0.0,placed,1,0.012195121951219513,CS02 常熟虞山镇
TS,S2,歌戈,*ɑ,17,ɔi,ɔ+i,True,1.5,1.0,placed,1,0.012195121951219513,ZJ01 诸暨城关
TS,S3,模,*u,1,u,u,False,3.0,0.0,placed,61,0.7439024390243902,AJ01 安吉安城、BL01 北仑、BS01 宝山、BZ01 堡镇、CM01 崇明城桥、CS01 川沙浦东、DQ01 德清乾元、DS01 岱山岱西镇、DY01 丹阳、FC01 奉城、FH01 奉化西坞、FJ01 枫泾镇、FX01 奉贤、FY02 富阳东梓关、GQ01 高桥、HM01 海门镇沙地话、HN01 海宁硖石、HY01 海盐县城、JD01 嘉定城厢、JJ01 靖江城区、JS01 嘉善魏塘镇、JS02 金山朱泾、JT01 金坛、JW01 江湾、JX01 嘉兴城区、KQ01 柯桥、LA01 临安城区、LP01 临平五杭、LT01 练塘、LY01 溧阳、MH01 闵行、NB01 宁波市区、NH01 南汇惠南镇、NT01 南通金沙镇、PB01 彭埠镇、PH01 平湖城关、QD01 启东吕四、SH01 上海市区、SJ01 松江镇、SJ02 泗泾、SL01 三林、SX01 绍兴城区东头埭、SZ02 嵊州长乐、SZ03 嵊州崇仁镇、TL01 桐庐镇、TX01 桐乡城区、XC01 新昌城关、XD01 新登下港、XH02 萧山城厢、XS01 象山丹城、XS03 萧山南阳镇、XZ01 莘庄、YQ01 於潜、YX01 宜兴、YX02 鄞县中区、ZJ01 诸暨城关、ZJ02 诸暨璜山镇、ZJ03 诸暨直埠镇、ZP01 周浦、ZR01 真如、ZS01 舟山定海
TS,S3,模,*u,2,əu,ə+u,True,2.35,0.75,placed,10,0.12195121951219512,CX02 长兴、HZ02 湖州市区、KS01 昆山市区玉山镇、QP01 青浦商榻、SZ01 苏州城区、TC01 太仓沙溪、TC02 太仓城厢、WJ01 吴江市松陵、WJ02 吴江芦墟、WX02 吴县光福镇
TS,S3,模,*u,3,ɯ,ɯ,False,3.0,0.0,placed,2,0.024390243902439025,CS02 常熟虞山镇、HM02 海门四甲
TS,S3,模,*u,4,ɥ,,False,,,needs_confirmation,2,0.024390243902439025,CZ01 常州、YY01 余姚城关
TS,S3,模,*u,5,əɯ,ə+ɯ,True,2.35,0.75,placed,2,0.024390243902439025,JY01 江阴城区澄江镇、WX01 无锡城区
TS,S3,模,*u,6,ou,o+u,True,3.0,0.5,placed,1,0.012195121951219513,CX01 慈溪逍林
TS,S3,模,*u,7,ʮ,,False,,,needs_confirmation,1,0.012195121951219513,DB01 郎溪梅渚镇定埠
TS,S3,模,*u,8,ʊ,ʊ,False,2.7,0.45,placed,1,0.012195121951219513,FY01 富阳城关
TS,S3,模,*u,9,o,o,False,3.0,1.0,placed,1,0.012195121951219513,HZ01 杭州城区
TS,S3,模,*u,10,y,y,False,0.0,0.0,placed,1,0.012195121951219513,SY02 上虞百官镇
Ø,S0,佳皆,*ai,1,a,a,False,1.05,3.0,placed,45,0.5487804878048781,AJ01 安吉安城、BL01 北仑、CX01 慈溪逍林、CX02 长兴、CZ01 常州、DQ01 德清乾元、DS01 岱山岱西镇、FH01 奉化西坞、FY01 富阳城关、FY02 富阳东梓关、HN01 海宁硖石、HZ02 湖州市区、JS01 嘉善魏塘镇、KQ01 柯桥、KS01 昆山市区玉山镇、LA01 临安城区、LP01 临平五杭、LT01 练塘、MH01 闵行、NB01 宁波市区、NH01 南汇惠南镇、PB01 彭埠镇、PH01 平湖城关、QD01 启东吕四、SX01 绍兴城区东头埭、SZ02 嵊州长乐、SZ03 嵊州崇仁镇、TC01 太仓沙溪、TC02 太仓城厢、TL01 桐庐镇、TX01 桐乡城区、WX01 无锡城区、WX02 吴县光福镇、XC01 新昌城关、XD01 新登下港、XH02 萧山城厢、XS01 象山丹城、XS03 萧山南阳镇、YQ01 於潜、YX02 鄞县中区、YY01 余姚城关、ZJ01 诸暨城关、ZJ02 诸暨璜山镇、ZJ03 诸暨直埠镇、ZS01 舟山定海
Ø,S0,佳皆,*ai,2,ᴀ,ᴀ,False,2.03,3.0,placed,13,0.15853658536585366,BS01 宝山、CS01 川沙浦东、CS02 常熟虞山镇、FJ01 枫泾镇、GQ01 高桥、JD01 嘉定城厢、JS02 金山朱泾、LY01 溧阳、SH01 上海市区、SL01 三林、XZ01 莘庄、ZP01 周浦、ZR01 真如
Ø,S0,佳皆,*ai,3,ɑ,ɑ,False,3.0,3.0,placed,13,0.15853658536585366,BZ01 堡镇、CM01 崇明城桥、DY01 丹阳、FC01 奉城、FX01 奉贤、HM01 海门镇沙地话、HM02 海门四甲、HY01 海盐县城、JW01 江湾、JX01 嘉兴城区、SJ01 松江镇、SJ02 泗泾、SZ01 苏州城区
Ø,S0,佳皆,*ai,4,æ,æ,False,0.88,2.5,placed,3,0.036585365853658534,JJ01 靖江城区、JY01 江阴城区澄江镇、NT01 南通金沙镇
Ø,S0,佳皆,*ai,5,iɛ,i+ɛ,True,0.35,1.0,placed,2,0.024390243902439025,HZ01 杭州城区、JT01 金坛
Ø,S0,佳皆,*ai,6,ɔ,ɔ,False,3.0,2.0,placed,2,0.024390243902439025,WJ01 吴江市松陵、WJ02 吴江芦墟
Ø,S0,佳皆,*ai,7,ᴇ,ᴇ,False,0.53,1.55,placed,1,0.012195121951219513,DB01 郎溪梅渚镇定埠
Ø,S0,佳皆,*ai,8,ɒ,ɒ,False,3.0,3.0,placed,1,0.012195121951219513,QP01 青浦商榻
Ø,S0,佳皆,*ai,9,ɐ,ɐ,False,1.92,2.5,placed,1,0.012195121951219513,SY02 上虞百官镇
Ø,S0,佳皆,*ai,10,ia,i+a,True,0.525,1.5,placed,1,0.012195121951219513,YX01 宜兴
Ø,S1,麻,*a,1,o,o,False,3.0,1.0,placed,49,0.5975609756097561,BZ01 堡镇、CM01 崇明城桥、CX01 慈溪逍林、CX02 长兴、DS01 岱山岱西镇、FH01 奉化西坞、FJ01 枫泾镇、FY01 富阳城关、GQ01 高桥、HN01 海宁硖石、HY01 海盐县城、JD01 嘉定城厢、JJ01 靖江城区、JS01 嘉善魏塘镇、JS02 金山朱泾、JW01 江湾、JX01 嘉兴城区、JY01 江阴城区澄江镇、KQ01 柯桥、KS01 昆山市区玉山镇、LA01 临安城区、LT01 练塘、LY01 溧阳、NB01 宁波市区、NH01 南汇惠南镇、PB01 彭埠镇、PH01 平湖城关、QD01 启东吕四、SH01 上海市区、SJ02 泗泾、SX01 绍兴城区东头埭、SY02 上虞百官镇、SZ01 苏州城区、TC01 太仓沙溪、TC02 太仓城厢、TX01 桐乡城区、WJ01 吴江市松陵、WJ02 吴江芦墟、WX02 吴县光福镇、XD01 新登下港、XH02 萧山城厢、XS01 象山丹城、XS03 萧山南阳镇、YX01 宜兴、YX02 鄞县中区、YY01 余姚城关、ZJ01 诸暨城关、ZJ03 诸暨直埠镇、ZS01 舟山定海
Ø,S1,麻,*a,2,ɔ,ɔ,False,3.0,2.0,placed,8,0.0975609756097561,CS01 川沙浦东、DQ01 德清乾元、FC01 奉城、MH01 闵行、SL01 三林、SZ02 嵊州长乐、ZP01 周浦、ZR01 真如
Ø,S1,麻,*a,3,uo,u+o,True,3.0,0.5,placed,6,0.07317073170731707,BL01 北仑、FY02 富阳东梓关、LP01 临平五杭、NT01 南通金沙镇、TL01 桐庐镇、YQ01 於潜
Ø,S1,麻,*a,4,ia,i+a,True,0.525,1.5,placed,4,0.04878048780487805,BS01 宝山、CZ01 常州、HZ01 杭州城区、JT01 金坛
Ø,S1,麻,*a,5,iɑ,i+ɑ,True,1.5,1.5,placed,4,0.04878048780487805,DY01 丹阳、FX01 奉贤、HM01 海门镇沙地话、SJ01 松江镇
Ø,S1,麻,*a,6,ɷ,ɷ,False,3.0,0.5,placed,2,0.024390243902439025,AJ01 安吉安城、HZ02 湖州市区
Ø,S1,麻,*a,7,u,u,False,3.0,0.0,placed,2,0.024390243902439025,CS02 常熟虞山镇、WX01 无锡城区
Ø,S1,麻,*a,8,ʊ,ʊ,False,2.7,0.45,placed,2,0.024390243902439025,QP01 青浦商榻、ZJ02 诸暨璜山镇
Ø,S1,麻,*a,9,ɑ,ɑ,False,3.0,3.0,placed,1,0.012195121951219513,DB01 郎溪梅渚镇定埠
Ø,S1,麻,*a,10,ɯo,ɯ+o,True,3.0,0.5,placed,1,0.012195121951219513,HM02 海门四甲
Ø,S1,麻,*a,11,ɤ,ɤ,False,3.0,1.0,placed,1,0.012195121951219513,SZ03 嵊州崇仁镇
Ø,S1,麻,*a,12,o̞,o̞,False,3.0,1.35,placed,1,0.012195121951219513,XC01 新昌城关
Ø,S1,麻,*a,13,iᴀ,i+ᴀ,True,1.015,1.5,placed,1,0.012195121951219513,XZ01 莘庄
Ø,S2,歌戈,*ɑ,1,u,u,False,3.0,0.0,placed,43,0.524390243902439,AJ01 安吉安城、BS01 宝山、BZ01 堡镇、CM01 崇明城桥、CS01 川沙浦东、CX02 长兴、DQ01 德清乾元、FC01 奉城、FJ01 枫泾镇、FX01 奉贤、FY01 富阳城关、FY02 富阳东梓关、GQ01 高桥、HM01 海门镇沙地话、HN01 海宁硖石、HY01 海盐县城、HZ02 湖州市区、JD01 嘉定城厢、JS01 嘉善魏塘镇、JS02 金山朱泾、JW01 江湾、JX01 嘉兴城区、LP01 临平五杭、LT01 练塘、MH01 闵行、NH01 南汇惠南镇、PH01 平湖城关、QP01 青浦商榻、SH01 上海市区、SJ01 松江镇、SJ02 泗泾、SL01 三林、TC01 太仓沙溪、TC02 太仓城厢、TL01 桐庐镇、TX01 桐乡城区、WJ01 吴江市松陵、WJ02 吴江芦墟、XD01 新登下港、XZ01 莘庄、YQ01 於潜、ZP01 周浦、ZR01 真如
Ø,S2,歌戈,*ɑ,2,o,o,False,3.0,1.0,placed,11,0.13414634146341464,HZ01 杭州城区、KQ01 柯桥、LA01 临安城区、PB01 彭埠镇、SX01 绍兴城区东头埭、SY02 上虞百官镇、SZ02 嵊州长乐、XC01 新昌城关、XH02 萧山城厢、XS01 象山丹城、XS03 萧山南阳镇
Ø,S2,歌戈,*ɑ,3,əu,ə+u,True,2.35,0.75,placed,7,0.08536585365853659,FH01 奉化西坞、JT01 金坛、KS01 昆山市区玉山镇、NB01 宁波市区、SZ01 苏州城区、WX02 吴县光福镇、YX02 鄞县中区
Ø,S2,歌戈,*ɑ,4,ou,o+u,True,3.0,0.5,placed,3,0.036585365853658534,CX01 慈溪逍林、YY01 余姚城关、ZJ03 诸暨直埠镇
Ø,S2,歌戈,*ɑ,5,ɤɯ,ɤ+ɯ,True,3.0,0.5,placed,3,0.036585365853658534,CZ01 常州、NT01 南通金沙镇、ZJ02 诸暨璜山镇
Ø,S2,歌戈,*ɑ,6,ɤ,ɤ,False,3.0,1.0,placed,3,0.036585365853658534,HM02 海门四甲、QD01 启东吕四、SZ03 嵊州崇仁镇
Ø,S2,歌戈,*ɑ,7,au,a+u,True,2.025,1.5,placed,2,0.024390243902439025,BL01 北仑、ZS01 舟山定海
Ø,S2,歌戈,*ɑ,8,ɷ,ɷ,False,3.0,0.5,placed,2,0.024390243902439025,DB01 郎溪梅渚镇定埠、YX01 宜兴
Ø,S2,歌戈,*ɑ,9,əɯ,ə+ɯ,True,2.35,0.75,placed,2,0.024390243902439025,JY01 江阴城区澄江镇、WX01 无锡城区
Ø,S2,歌戈,*ɑ,10,ɯ,ɯ,False,3.0,0.0,placed,1,0.012195121951219513,CS02 常熟虞山镇
Ø,S2,歌戈,*ɑ,11,ɐu,ɐ+u,True,2.46,1.25,placed,1,0.012195121951219513,DS01 岱山岱西镇
Ø,S2,歌戈,*ɑ,12,ə,ə,False,1.7,1.5,placed,1,0.012195121951219513,DY01 丹阳
Ø,S2,歌戈,*ɑ,13,ʌɤ,ʌ+ɤ,True,3.0,1.5,placed,1,0.012195121951219513,JJ01 靖江城区
