point_id,point_name,subbranch,lat,lon,rhyme_modern,chain_slot,slot_type_initial,is_free,onset_class,char,phonetic,note_split,vowel_symbol,vowel_class,reading_layer,mainlayer_flag,combo_validity,zero_type,feature_change
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, T,他,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, T,驼,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, T,驮,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, T,陀,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, T,鸵,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, T,沱,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, T,舵,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, T,大,u,白读,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, T,驮,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, N,挪,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, N,哪,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, N,那,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, N,罗,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, N,锣,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, N,箩,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, N,萝,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, N,逻,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0,TS,左,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0,TS,佐,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0,TS,搓,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0,TS,娑,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, K,歌,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, K,哥,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, K,柯,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, K,个,u,文读,u,u,literary,0,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, K,轲,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, K,可,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, K,蛾,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, K,鹅,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, K,俄,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, K,娥,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, K,我,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, K,饿,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, Ø,荷,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, Ø,河,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, Ø,何,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, Ø,荷,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, Ø,贺,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, Ø,阿,u,～胶,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,歌,S2,*ɑ,0, Ø,屙,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,茄,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, P,波,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, P,菠,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, P,跛,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, P,簸,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, P,簸,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, P,播,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, P,颇,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, P,坡,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, P,玻,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, P,破,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, P,婆,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, P,薄,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, M,魔,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, M,磨,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, M,摩,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, M,馍,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, M,蘑,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, M,磨,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, T,朵,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, T,躲,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, T,剁,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, T,妥,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, T,椭,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, T,唾,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, T,砣,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, T,惰,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, T,垛,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, T,堕,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, N,挼,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, N,糯,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, N,懦,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, N,骡,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, N,螺,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, N,脶,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, N,啰,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, N,裸,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, N,瘰,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, N,摞,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0,TS,锉,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0,TS,莝,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0,TS,矬,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0,TS,坐,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0,TS,座,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0,TS,蓑,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0,TS,梭,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0,TS,唆,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0,TS,莎,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0,TS,锁,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0,TS,琐,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0,TS,唢,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,过,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,锅,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,戈,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,果,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,裹,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,餜,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,过,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,科,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,窠,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,棵,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,髁,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,蝌,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,颗,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,课,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,讹,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, K,卧,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,火,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,伙,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,货,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,和,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,禾,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,祸,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,夥,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,和,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,倭,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,踒,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,窝,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,涡,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,莴,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,涴,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,瘸,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,靴,iu,,iu,diphthong,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,戈,S2,*ɑ,0, Ø,�,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,巴,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,巴,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,芭,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,疤,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,笆,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,吧,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,把,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,靶,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,霸,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,欛,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,壩,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,坝,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,爸,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,怕,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,帕,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,爬,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,琶,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,杷,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,钯,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, P,耙,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, M,麻,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, M,痲,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, M,蟆,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, M,妈,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, M,马,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, M,码,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, M,玛,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, M,蚂,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, M,骂,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, N,拿,u,,u,u,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, N,拿,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, N,拿,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS,茶,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS,搽,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS,䖳,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,楂,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,渣,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,诈,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,榨,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,炸,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,叉,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,杈,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,差,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,岔,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,差,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,茬,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,查,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,乍,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,沙,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,纱,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,痧,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,砂,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,鲨,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,裟,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,洒,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0,TS*,厦,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,家,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,傢,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,加,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,痂,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,嘉,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,枷,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,袈,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,假,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,贾,iᴀ,,iᴀ,diphthong,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,假,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,架,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,驾,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,嫁,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,稼,iᴀ,,iᴀ,diphthong,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,价,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,揢,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,牙,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,芽,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,衙,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,伢,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,蚜,ᴀ,,ᴀ,ᴀ,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,雅,iᴀ,,iᴀ,diphthong,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, K,砑,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,虾,ø,,ø,ø,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,�,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,嚇,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,霞,iᴀ,,iᴀ,diphthong,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,瑕,iᴀ,,iᴀ,diphthong,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,遐,iᴀ,,iᴀ,diphthong,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,蝦,,,,,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,下,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,夏,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,厦,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,下,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,夏,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,暇,iᴀ,,iᴀ,diphthong,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,鸦,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,丫,o,,o,o,main,1,1,none,
JD01,嘉定城关,太湖片-苏沪嘉小片,,,麻,S1,*a,0, Ø,桠,o,,o,o,main,1,1,none,
